F,p_value,groups
623.3907396009369,1.4902461709023246e-107,LAMBDA_0.000|LAMBDA_0.100|LAMBDA_0.200|LAMBDA_0.300|LAMBDA_0.400|LAMBDA_0.500|LAMBDA_0.600|LAMBDA_0.700|LAMBDA_0.800|LAMBDA_0.900|LAMBDA_1.000|isolated|random_noise|structured_coupling
