kind,blind,delay_us,lambda,classical_ref,shots,counts_json,p00,p11,p01,p10,rep
T1,Z,0.0,,,2000,"{""1"": 1960, ""0"": 40}",0.02,0.98,0.0,0.0,0
T1,Z,8.333333333333334,,,2000,"{""1"": 1970, ""0"": 30}",0.015,0.985,0.0,0.0,0
T1,Z,16.666666666666668,,,2000,"{""1"": 1945, ""0"": 55}",0.0275,0.9725,0.0,0.0,0
T1,Z,25.0,,,2000,"{""1"": 1953, ""0"": 47}",0.0235,0.9765,0.0,0.0,0
T1,Z,33.333333333333336,,,2000,"{""1"": 1964, ""0"": 36}",0.018,0.982,0.0,0.0,0
T1,Z,41.66666666666667,,,2000,"{""1"": 1957, ""0"": 43}",0.0215,0.9785,0.0,0.0,0
T1,Z,50.0,,,2000,"{""1"": 1961, ""0"": 39}",0.0195,0.9805,0.0,0.0,0
T1,Z,60.0,,,2000,"{""1"": 1965, ""0"": 35}",0.0175,0.9825,0.0,0.0,0
T1,Z,80.0,,,2000,"{""1"": 1950, ""0"": 50}",0.025,0.975,0.0,0.0,0
T1,Z,100.0,,,2000,"{""1"": 1960, ""0"": 40}",0.02,0.98,0.0,0.0,0
T1,Z,120.0,,,2000,"{""1"": 1963, ""0"": 37}",0.0185,0.9815,0.0,0.0,0
T1,Z,140.0,,,2000,"{""1"": 1963, ""0"": 37}",0.0185,0.9815,0.0,0.0,0
T1,Z,160.0,,,2000,"{""1"": 1956, ""0"": 44}",0.022,0.978,0.0,0.0,0
T1,Z,180.0,,,2000,"{""1"": 1951, ""0"": 49}",0.0245,0.9755,0.0,0.0,0
T1,Z,200.0,,,2000,"{""1"": 1971, ""0"": 29}",0.0145,0.9855,0.0,0.0,0
RAMSEY_SINGLE,A,0.0,,,2000,"{""0"": 1961, ""1"": 39}",0.9805,0.0195,0.0,0.0,0
RAMSEY_SINGLE,A,8.333333333333334,,,2000,"{""0"": 1880, ""1"": 120}",0.94,0.06,0.0,0.0,0
RAMSEY_SINGLE,A,16.666666666666668,,,2000,"{""0"": 1793, ""1"": 207}",0.8965,0.1035,0.0,0.0,0
RAMSEY_SINGLE,A,25.0,,,2000,"{""0"": 1736, ""1"": 264}",0.868,0.132,0.0,0.0,0
RAMSEY_SINGLE,A,33.333333333333336,,,2000,"{""0"": 1627, ""1"": 373}",0.8135,0.1865,0.0,0.0,0
RAMSEY_SINGLE,A,41.66666666666667,,,2000,"{""1"": 401, ""0"": 1599}",0.7995,0.2005,0.0,0.0,0
RAMSEY_SINGLE,A,50.0,,,2000,"{""0"": 1516, ""1"": 484}",0.758,0.242,0.0,0.0,0
RAMSEY_SINGLE,A,60.0,,,2000,"{""0"": 1463, ""1"": 537}",0.7315,0.2685,0.0,0.0,0
RAMSEY_SINGLE,A,80.0,,,2000,"{""1"": 623, ""0"": 1377}",0.6885,0.3115,0.0,0.0,0
RAMSEY_SINGLE,A,100.0,,,2000,"{""1"": 689, ""0"": 1311}",0.6555,0.3445,0.0,0.0,0
RAMSEY_SINGLE,A,120.0,,,2000,"{""0"": 1270, ""1"": 730}",0.635,0.365,0.0,0.0,0
RAMSEY_SINGLE,A,140.0,,,2000,"{""1"": 815, ""0"": 1185}",0.5925,0.4075,0.0,0.0,0
RAMSEY_SINGLE,A,160.0,,,2000,"{""0"": 1193, ""1"": 807}",0.5965,0.4035,0.0,0.0,0
RAMSEY_SINGLE,A,180.0,,,2000,"{""1"": 885, ""0"": 1115}",0.5575,0.4425,0.0,0.0,0
RAMSEY_SINGLE,A,200.0,,,2000,"{""1"": 908, ""0"": 1092}",0.546,0.454,0.0,0.0,0
BELL_STRUCTURED,B,0.0,,,2000,"{""00"": 972, ""11"": 942, ""10"": 41, ""01"": 45}",0.486,0.471,0.0225,0.0205,0
BELL_STRUCTURED,B,8.333333333333334,,,2000,"{""00"": 847, ""01"": 212, ""10"": 231, ""11"": 710}",0.4235,0.355,0.106,0.1155,0
BELL_STRUCTURED,B,16.666666666666668,,,2000,"{""00"": 838, ""10"": 244, ""11"": 661, ""01"": 257}",0.419,0.3305,0.1285,0.122,0
BELL_STRUCTURED,B,25.0,,,2000,"{""11"": 541, ""00"": 917, ""01"": 260, ""10"": 282}",0.4585,0.2705,0.13,0.141,0
BELL_STRUCTURED,B,33.333333333333336,,,2000,"{""00"": 939, ""10"": 275, ""01"": 316, ""11"": 470}",0.4695,0.235,0.158,0.1375,0
BELL_STRUCTURED,B,41.66666666666667,,,2000,"{""00"": 999, ""10"": 307, ""11"": 408, ""01"": 286}",0.4995,0.204,0.143,0.1535,0
BELL_STRUCTURED,B,50.0,,,2000,"{""00"": 1040, ""01"": 293, ""10"": 304, ""11"": 363}",0.52,0.1815,0.1465,0.152,0
BELL_STRUCTURED,B,60.0,,,2000,"{""00"": 1040, ""11"": 333, ""01"": 341, ""10"": 286}",0.52,0.1665,0.1705,0.143,0
BELL_STRUCTURED,B,80.0,,,2000,"{""00"": 1124, ""01"": 295, ""11"": 253, ""10"": 328}",0.562,0.1265,0.1475,0.164,0
BELL_STRUCTURED,B,100.0,,,2000,"{""00"": 1208, ""10"": 312, ""11"": 177, ""01"": 303}",0.604,0.0885,0.1515,0.156,0
BELL_STRUCTURED,B,120.0,,,2000,"{""00"": 1337, ""11"": 139, ""01"": 260, ""10"": 264}",0.6685,0.0695,0.13,0.132,0
BELL_STRUCTURED,B,140.0,,,2000,"{""00"": 1373, ""11"": 113, ""10"": 269, ""01"": 245}",0.6865,0.0565,0.1225,0.1345,0
BELL_STRUCTURED,B,160.0,,,2000,"{""01"": 248, ""00"": 1421, ""10"": 247, ""11"": 84}",0.7105,0.042,0.124,0.1235,0
BELL_STRUCTURED,B,180.0,,,2000,"{""00"": 1502, ""10"": 209, ""11"": 78, ""01"": 211}",0.751,0.039,0.1055,0.1045,0
BELL_STRUCTURED,B,200.0,,,2000,"{""00"": 1518, ""10"": 235, ""01"": 195, ""11"": 52}",0.759,0.026,0.0975,0.1175,0
BELL_NOISE,C,0.0,,,2000,"{""11"": 939, ""00"": 952, ""10"": 58, ""01"": 51}",0.476,0.4695,0.0255,0.029,0
BELL_NOISE,C,8.333333333333334,,,2000,"{""10"": 894, ""01"": 832, ""11"": 126, ""00"": 148}",0.074,0.063,0.416,0.447,0
BELL_NOISE,C,16.666666666666668,,,2000,"{""01"": 853, ""10"": 801, ""00"": 165, ""11"": 181}",0.0825,0.0905,0.4265,0.4005,0
BELL_NOISE,C,25.0,,,2000,"{""00"": 733, ""11"": 802, ""01"": 182, ""10"": 283}",0.3665,0.401,0.091,0.1415,0
BELL_NOISE,C,33.333333333333336,,,2000,"{""01"": 301, ""10"": 251, ""00"": 728, ""11"": 720}",0.364,0.36,0.1505,0.1255,0
BELL_NOISE,C,41.66666666666667,,,2000,"{""00"": 744, ""11"": 659, ""10"": 280, ""01"": 317}",0.372,0.3295,0.1585,0.14,0
BELL_NOISE,C,50.0,,,2000,"{""11"": 401, ""00"": 293, ""10"": 723, ""01"": 583}",0.1465,0.2005,0.2915,0.3615,0
BELL_NOISE,C,60.0,,,2000,"{""00"": 666, ""11"": 566, ""10"": 497, ""01"": 271}",0.333,0.283,0.1355,0.2485,0
BELL_NOISE,C,80.0,,,2000,"{""01"": 447, ""10"": 316, ""11"": 748, ""00"": 489}",0.2445,0.374,0.2235,0.158,0
BELL_NOISE,C,100.0,,,2000,"{""00"": 659, ""11"": 233, ""01"": 349, ""10"": 759}",0.3295,0.1165,0.1745,0.3795,0
BELL_NOISE,C,120.0,,,2000,"{""10"": 551, ""11"": 426, ""00"": 484, ""01"": 539}",0.242,0.213,0.2695,0.2755,0
BELL_NOISE,C,140.0,,,2000,"{""00"": 625, ""10"": 610, ""11"": 369, ""01"": 396}",0.3125,0.1845,0.198,0.305,0
BELL_NOISE,C,160.0,,,2000,"{""00"": 363, ""11"": 579, ""10"": 821, ""01"": 237}",0.1815,0.2895,0.1185,0.4105,0
BELL_NOISE,C,180.0,,,2000,"{""01"": 660, ""11"": 497, ""00"": 434, ""10"": 409}",0.217,0.2485,0.33,0.2045,0
BELL_NOISE,C,200.0,,,2000,"{""10"": 631, ""00"": 331, ""11"": 644, ""01"": 394}",0.1655,0.322,0.197,0.3155,0
BELL_LAMBDA_SWEEP,L00,0.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 968, ""00"": 949, ""01"": 44, ""10"": 39}",0.4745,0.484,0.022,0.0195,0
BELL_LAMBDA_SWEEP,L00,8.333333333333334,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 732, ""01"": 204, ""00"": 854, ""10"": 210}",0.427,0.366,0.102,0.105,0
BELL_LAMBDA_SWEEP,L00,16.666666666666668,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 613, ""00"": 884, ""10"": 246, ""01"": 257}",0.442,0.3065,0.1285,0.123,0
BELL_LAMBDA_SWEEP,L00,25.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 272, ""11"": 483, ""00"": 947, ""01"": 298}",0.4735,0.2415,0.149,0.136,0
BELL_LAMBDA_SWEEP,L00,33.333333333333336,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 305, ""10"": 292, ""11"": 478, ""00"": 925}",0.4625,0.239,0.1525,0.146,0
BELL_LAMBDA_SWEEP,L00,41.66666666666667,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 435, ""10"": 344, ""01"": 278, ""00"": 943}",0.4715,0.2175,0.139,0.172,0
BELL_LAMBDA_SWEEP,L00,50.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 322, ""01"": 336, ""00"": 1012, ""11"": 330}",0.506,0.165,0.168,0.161,0
BELL_LAMBDA_SWEEP,L00,60.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 309, ""00"": 1043, ""01"": 331, ""10"": 317}",0.5215,0.1545,0.1655,0.1585,0
BELL_LAMBDA_SWEEP,L00,80.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 320, ""00"": 1111, ""11"": 236, ""10"": 333}",0.5555,0.118,0.16,0.1665,0
BELL_LAMBDA_SWEEP,L00,100.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1222, ""10"": 315, ""01"": 301, ""11"": 162}",0.611,0.081,0.1505,0.1575,0
BELL_LAMBDA_SWEEP,L00,120.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1291, ""01"": 300, ""10"": 285, ""11"": 124}",0.6455,0.062,0.15,0.1425,0
BELL_LAMBDA_SWEEP,L00,140.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1366, ""01"": 263, ""10"": 257, ""11"": 114}",0.683,0.057,0.1315,0.1285,0
BELL_LAMBDA_SWEEP,L00,160.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1409, ""01"": 267, ""10"": 236, ""11"": 88}",0.7045,0.044,0.1335,0.118,0
BELL_LAMBDA_SWEEP,L00,180.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1523, ""10"": 183, ""11"": 79, ""01"": 215}",0.7615,0.0395,0.1075,0.0915,0
BELL_LAMBDA_SWEEP,L00,200.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1534, ""10"": 196, ""01"": 208, ""11"": 62}",0.767,0.031,0.104,0.098,0
BELL_LAMBDA_SWEEP,L01,0.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 938, ""11"": 965, ""10"": 49, ""01"": 48}",0.469,0.4825,0.024,0.0245,0
BELL_LAMBDA_SWEEP,L01,8.333333333333334,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 820, ""11"": 745, ""10"": 237, ""01"": 198}",0.41,0.3725,0.099,0.1185,0
BELL_LAMBDA_SWEEP,L01,16.666666666666668,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 878, ""11"": 620, ""01"": 246, ""10"": 256}",0.439,0.31,0.123,0.128,0
BELL_LAMBDA_SWEEP,L01,25.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 881, ""10"": 294, ""01"": 261, ""11"": 564}",0.4405,0.282,0.1305,0.147,0
BELL_LAMBDA_SWEEP,L01,33.333333333333336,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 466, ""00"": 938, ""01"": 312, ""10"": 284}",0.469,0.233,0.156,0.142,0
BELL_LAMBDA_SWEEP,L01,41.66666666666667,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 973, ""11"": 407, ""10"": 299, ""01"": 321}",0.4865,0.2035,0.1605,0.1495,0
BELL_LAMBDA_SWEEP,L01,50.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 322, ""00"": 1021, ""11"": 332, ""10"": 325}",0.5105,0.166,0.161,0.1625,0
BELL_LAMBDA_SWEEP,L01,60.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 328, ""00"": 1033, ""01"": 328, ""10"": 311}",0.5165,0.164,0.164,0.1555,0
BELL_LAMBDA_SWEEP,L01,80.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1124, ""10"": 305, ""11"": 244, ""01"": 327}",0.562,0.122,0.1635,0.1525,0
BELL_LAMBDA_SWEEP,L01,100.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 272, ""00"": 1258, ""11"": 177, ""10"": 293}",0.629,0.0885,0.136,0.1465,0
BELL_LAMBDA_SWEEP,L01,120.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1292, ""01"": 283, ""10"": 294, ""11"": 131}",0.646,0.0655,0.1415,0.147,0
BELL_LAMBDA_SWEEP,L01,140.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1375, ""10"": 235, ""01"": 274, ""11"": 116}",0.6875,0.058,0.137,0.1175,0
BELL_LAMBDA_SWEEP,L01,160.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 257, ""00"": 1418, ""10"": 238, ""11"": 87}",0.709,0.0435,0.1285,0.119,0
BELL_LAMBDA_SWEEP,L01,180.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1498, ""01"": 248, ""11"": 64, ""10"": 190}",0.749,0.032,0.124,0.095,0
BELL_LAMBDA_SWEEP,L01,200.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1545, ""01"": 188, ""10"": 200, ""11"": 67}",0.7725,0.0335,0.094,0.1,0
BELL_LAMBDA_SWEEP,L02,0.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 943, ""00"": 961, ""01"": 50, ""10"": 46}",0.4805,0.4715,0.025,0.023,0
BELL_LAMBDA_SWEEP,L02,8.333333333333334,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 850, ""10"": 197, ""11"": 745, ""01"": 208}",0.425,0.3725,0.104,0.0985,0
BELL_LAMBDA_SWEEP,L02,16.666666666666668,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 641, ""00"": 878, ""10"": 229, ""01"": 252}",0.439,0.3205,0.126,0.1145,0
BELL_LAMBDA_SWEEP,L02,25.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 294, ""11"": 578, ""10"": 266, ""00"": 862}",0.431,0.289,0.147,0.133,0
BELL_LAMBDA_SWEEP,L02,33.333333333333336,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 477, ""10"": 307, ""00"": 916, ""01"": 300}",0.458,0.2385,0.15,0.1535,0
BELL_LAMBDA_SWEEP,L02,41.66666666666667,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 316, ""11"": 397, ""00"": 995, ""10"": 292}",0.4975,0.1985,0.158,0.146,0
BELL_LAMBDA_SWEEP,L02,50.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1016, ""10"": 308, ""11"": 396, ""01"": 280}",0.508,0.198,0.14,0.154,0
BELL_LAMBDA_SWEEP,L02,60.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 283, ""01"": 331, ""00"": 1086, ""10"": 300}",0.543,0.1415,0.1655,0.15,0
BELL_LAMBDA_SWEEP,L02,80.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 248, ""00"": 1121, ""01"": 311, ""10"": 320}",0.5605,0.124,0.1555,0.16,0
BELL_LAMBDA_SWEEP,L02,100.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1242, ""01"": 295, ""10"": 293, ""11"": 170}",0.621,0.085,0.1475,0.1465,0
BELL_LAMBDA_SWEEP,L02,120.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 129, ""00"": 1301, ""01"": 278, ""10"": 292}",0.6505,0.0645,0.139,0.146,0
BELL_LAMBDA_SWEEP,L02,140.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1354, ""01"": 288, ""10"": 263, ""11"": 95}",0.677,0.0475,0.144,0.1315,0
BELL_LAMBDA_SWEEP,L02,160.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1471, ""01"": 227, ""10"": 218, ""11"": 84}",0.7355,0.042,0.1135,0.109,0
BELL_LAMBDA_SWEEP,L02,180.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1504, ""10"": 225, ""01"": 215, ""11"": 56}",0.752,0.028,0.1075,0.1125,0
BELL_LAMBDA_SWEEP,L02,200.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 183, ""00"": 1526, ""11"": 77, ""01"": 214}",0.763,0.0385,0.107,0.0915,0
BELL_LAMBDA_SWEEP,L03,0.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 977, ""00"": 929, ""01"": 48, ""10"": 46}",0.4645,0.4885,0.024,0.023,0
BELL_LAMBDA_SWEEP,L03,8.333333333333334,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 845, ""11"": 713, ""01"": 222, ""10"": 220}",0.4225,0.3565,0.111,0.11,0
BELL_LAMBDA_SWEEP,L03,16.666666666666668,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 230, ""11"": 588, ""10"": 282, ""00"": 900}",0.45,0.294,0.115,0.141,0
BELL_LAMBDA_SWEEP,L03,25.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 283, ""01"": 273, ""00"": 917, ""11"": 527}",0.4585,0.2635,0.1365,0.1415,0
BELL_LAMBDA_SWEEP,L03,33.333333333333336,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 953, ""01"": 320, ""10"": 296, ""11"": 431}",0.4765,0.2155,0.16,0.148,0
BELL_LAMBDA_SWEEP,L03,41.66666666666667,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 949, ""10"": 334, ""11"": 402, ""01"": 315}",0.4745,0.201,0.1575,0.167,0
BELL_LAMBDA_SWEEP,L03,50.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 342, ""00"": 995, ""11"": 342, ""10"": 321}",0.4975,0.171,0.171,0.1605,0
BELL_LAMBDA_SWEEP,L03,60.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 316, ""00"": 1059, ""11"": 282, ""10"": 343}",0.5295,0.141,0.158,0.1715,0
BELL_LAMBDA_SWEEP,L03,80.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 294, ""10"": 337, ""00"": 1110, ""11"": 259}",0.555,0.1295,0.147,0.1685,0
BELL_LAMBDA_SWEEP,L03,100.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1221, ""10"": 327, ""01"": 306, ""11"": 146}",0.6105,0.073,0.153,0.1635,0
BELL_LAMBDA_SWEEP,L03,120.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1293, ""10"": 290, ""01"": 297, ""11"": 120}",0.6465,0.06,0.1485,0.145,0
BELL_LAMBDA_SWEEP,L03,140.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 269, ""00"": 1374, ""10"": 251, ""11"": 106}",0.687,0.053,0.1345,0.1255,0
BELL_LAMBDA_SWEEP,L03,160.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1449, ""10"": 241, ""01"": 228, ""11"": 82}",0.7245,0.041,0.114,0.1205,0
BELL_LAMBDA_SWEEP,L03,180.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1498, ""01"": 233, ""10"": 197, ""11"": 72}",0.749,0.036,0.1165,0.0985,0
BELL_LAMBDA_SWEEP,L03,200.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1532, ""01"": 209, ""11"": 55, ""10"": 204}",0.766,0.0275,0.1045,0.102,0
BELL_LAMBDA_SWEEP,L04,0.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 917, ""11"": 991, ""01"": 51, ""10"": 41}",0.4585,0.4955,0.0255,0.0205,0
BELL_LAMBDA_SWEEP,L04,8.333333333333334,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 207, ""11"": 714, ""00"": 870, ""01"": 209}",0.435,0.357,0.1045,0.1035,0
BELL_LAMBDA_SWEEP,L04,16.666666666666668,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 886, ""10"": 258, ""11"": 609, ""01"": 247}",0.443,0.3045,0.1235,0.129,0
BELL_LAMBDA_SWEEP,L04,25.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 909, ""11"": 520, ""10"": 299, ""01"": 272}",0.4545,0.26,0.136,0.1495,0
BELL_LAMBDA_SWEEP,L04,33.333333333333336,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 892, ""10"": 301, ""11"": 476, ""01"": 331}",0.446,0.238,0.1655,0.1505,0
BELL_LAMBDA_SWEEP,L04,41.66666666666667,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 450, ""00"": 919, ""01"": 348, ""10"": 283}",0.4595,0.225,0.174,0.1415,0
BELL_LAMBDA_SWEEP,L04,50.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 311, ""00"": 1002, ""11"": 350, ""01"": 337}",0.501,0.175,0.1685,0.1555,0
BELL_LAMBDA_SWEEP,L04,60.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 300, ""11"": 350, ""00"": 1046, ""01"": 304}",0.523,0.175,0.152,0.15,0
BELL_LAMBDA_SWEEP,L04,80.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 208, ""00"": 1146, ""01"": 315, ""10"": 331}",0.573,0.104,0.1575,0.1655,0
BELL_LAMBDA_SWEEP,L04,100.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 172, ""00"": 1207, ""10"": 328, ""01"": 293}",0.6035,0.086,0.1465,0.164,0
BELL_LAMBDA_SWEEP,L04,120.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1293, ""11"": 149, ""10"": 279, ""01"": 279}",0.6465,0.0745,0.1395,0.1395,0
BELL_LAMBDA_SWEEP,L04,140.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1367, ""10"": 272, ""01"": 250, ""11"": 111}",0.6835,0.0555,0.125,0.136,0
BELL_LAMBDA_SWEEP,L04,160.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1420, ""01"": 247, ""10"": 251, ""11"": 82}",0.71,0.041,0.1235,0.1255,0
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1497, ""10"": 220, ""01"": 196, ""11"": 87}",0.7485,0.0435,0.098,0.11,0
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 213, ""10"": 201, ""00"": 1518, ""11"": 68}",0.759,0.034,0.1065,0.1005,0
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 978, ""10"": 43, ""11"": 942, ""01"": 37}",0.489,0.471,0.0185,0.0215,0
