kind,blind,delay_us,lambda,classical_ref,shots,counts_json,p00,p11,p01,p10,rep
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1484, ""10"": 215, ""01"": 216, ""11"": 85}",0.742,0.0425,0.108,0.1075,2
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1525, ""01"": 197, ""11"": 64, ""10"": 214}",0.7625,0.032,0.0985,0.107,2
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 827, ""11"": 847, ""01"": 149, ""10"": 177}",0.4135,0.4235,0.0745,0.0885,2
BELL_LAMBDA_SWEEP,L05,8.333333333333334,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 682, ""00"": 871, ""10"": 242, ""01"": 205}",0.4355,0.341,0.1025,0.121,2
BELL_LAMBDA_SWEEP,L05,16.666666666666668,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 869, ""10"": 276, ""11"": 614, ""01"": 241}",0.4345,0.307,0.1205,0.138,2
BELL_LAMBDA_SWEEP,L05,25.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 292, ""10"": 269, ""00"": 884, ""11"": 555}",0.442,0.2775,0.146,0.1345,2
BELL_LAMBDA_SWEEP,L05,33.333333333333336,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 329, ""11"": 451, ""00"": 919, ""10"": 301}",0.4595,0.2255,0.1645,0.1505,2
BELL_LAMBDA_SWEEP,L05,41.66666666666667,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1002, ""10"": 311, ""01"": 321, ""11"": 366}",0.501,0.183,0.1605,0.1555,2
BELL_LAMBDA_SWEEP,L05,50.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1007, ""10"": 317, ""11"": 366, ""01"": 310}",0.5035,0.183,0.155,0.1585,2
BELL_LAMBDA_SWEEP,L05,60.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 284, ""00"": 1060, ""10"": 309, ""01"": 347}",0.53,0.142,0.1735,0.1545,2
BELL_LAMBDA_SWEEP,L05,80.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 218, ""10"": 341, ""00"": 1143, ""01"": 298}",0.5715,0.109,0.149,0.1705,2
BELL_LAMBDA_SWEEP,L05,100.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 164, ""00"": 1230, ""01"": 303, ""10"": 303}",0.615,0.082,0.1515,0.1515,2
BELL_LAMBDA_SWEEP,L05,120.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1333, ""01"": 270, ""10"": 271, ""11"": 126}",0.6665,0.063,0.135,0.1355,2
BELL_LAMBDA_SWEEP,L05,140.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1384, ""01"": 263, ""11"": 107, ""10"": 246}",0.692,0.0535,0.1315,0.123,2
BELL_LAMBDA_SWEEP,L05,160.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1420, ""01"": 224, ""10"": 269, ""11"": 87}",0.71,0.0435,0.112,0.1345,2
BELL_LAMBDA_SWEEP,L05,180.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 210, ""00"": 1507, ""01"": 201, ""11"": 82}",0.7535,0.041,0.1005,0.105,2
BELL_LAMBDA_SWEEP,L05,200.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1527, ""01"": 210, ""10"": 200, ""11"": 63}",0.7635,0.0315,0.105,0.1,2
BELL_LAMBDA_SWEEP,L06,0.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 871, ""10"": 153, ""01"": 157, ""00"": 819}",0.4095,0.4355,0.0785,0.0765,2
BELL_LAMBDA_SWEEP,L06,8.333333333333334,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 743, ""00"": 844, ""01"": 204, ""10"": 209}",0.422,0.3715,0.102,0.1045,2
BELL_LAMBDA_SWEEP,L06,16.666666666666668,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 901, ""10"": 251, ""11"": 604, ""01"": 244}",0.4505,0.302,0.122,0.1255,2
BELL_LAMBDA_SWEEP,L06,25.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 518, ""00"": 927, ""10"": 258, ""01"": 297}",0.4635,0.259,0.1485,0.129,2
BELL_LAMBDA_SWEEP,L06,33.333333333333336,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 963, ""01"": 243, ""11"": 494, ""10"": 300}",0.4815,0.247,0.1215,0.15,2
BELL_LAMBDA_SWEEP,L06,41.66666666666667,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 953, ""10"": 310, ""11"": 419, ""01"": 318}",0.4765,0.2095,0.159,0.155,2
BELL_LAMBDA_SWEEP,L06,50.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 988, ""01"": 321, ""11"": 361, ""10"": 330}",0.494,0.1805,0.1605,0.165,2
BELL_LAMBDA_SWEEP,L06,60.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1018, ""01"": 325, ""11"": 316, ""10"": 341}",0.509,0.158,0.1625,0.1705,2
BELL_LAMBDA_SWEEP,L06,80.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1166, ""01"": 314, ""10"": 296, ""11"": 224}",0.583,0.112,0.157,0.148,2
BELL_LAMBDA_SWEEP,L06,100.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1191, ""11"": 177, ""01"": 331, ""10"": 301}",0.5955,0.0885,0.1655,0.1505,2
BELL_LAMBDA_SWEEP,L06,120.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 157, ""01"": 293, ""00"": 1269, ""10"": 281}",0.6345,0.0785,0.1465,0.1405,2
BELL_LAMBDA_SWEEP,L06,140.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1361, ""01"": 248, ""10"": 274, ""11"": 117}",0.6805,0.0585,0.124,0.137,2
BELL_LAMBDA_SWEEP,L06,160.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1453, ""10"": 243, ""11"": 82, ""01"": 222}",0.7265,0.041,0.111,0.1215,2
BELL_LAMBDA_SWEEP,L06,180.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1496, ""10"": 228, ""11"": 67, ""01"": 209}",0.748,0.0335,0.1045,0.114,2
BELL_LAMBDA_SWEEP,L06,200.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 220, ""00"": 1505, ""10"": 210, ""11"": 65}",0.7525,0.0325,0.11,0.105,2
BELL_LAMBDA_SWEEP,L07,0.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 158, ""00"": 865, ""11"": 827, ""01"": 150}",0.4325,0.4135,0.075,0.079,2
BELL_LAMBDA_SWEEP,L07,8.333333333333334,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 179, ""00"": 883, ""11"": 740, ""01"": 198}",0.4415,0.37,0.099,0.0895,2
BELL_LAMBDA_SWEEP,L07,16.666666666666668,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 865, ""11"": 625, ""01"": 264, ""10"": 246}",0.4325,0.3125,0.132,0.123,2
BELL_LAMBDA_SWEEP,L07,25.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 247, ""00"": 879, ""11"": 585, ""01"": 289}",0.4395,0.2925,0.1445,0.1235,2
BELL_LAMBDA_SWEEP,L07,33.333333333333336,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 933, ""01"": 291, ""10"": 311, ""11"": 465}",0.4665,0.2325,0.1455,0.1555,2
BELL_LAMBDA_SWEEP,L07,41.66666666666667,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 984, ""11"": 400, ""10"": 329, ""01"": 287}",0.492,0.2,0.1435,0.1645,2
BELL_LAMBDA_SWEEP,L07,50.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1002, ""11"": 361, ""01"": 337, ""10"": 300}",0.501,0.1805,0.1685,0.15,2
BELL_LAMBDA_SWEEP,L07,60.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 313, ""01"": 338, ""00"": 1021, ""11"": 328}",0.5105,0.164,0.169,0.1565,2
BELL_LAMBDA_SWEEP,L07,80.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1126, ""01"": 349, ""10"": 309, ""11"": 216}",0.563,0.108,0.1745,0.1545,2
BELL_LAMBDA_SWEEP,L07,100.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1250, ""01"": 318, ""10"": 288, ""11"": 144}",0.625,0.072,0.159,0.144,2
BELL_LAMBDA_SWEEP,L07,120.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1294, ""10"": 299, ""01"": 269, ""11"": 138}",0.647,0.069,0.1345,0.1495,2
BELL_LAMBDA_SWEEP,L07,140.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1352, ""11"": 109, ""10"": 271, ""01"": 268}",0.676,0.0545,0.134,0.1355,2
BELL_LAMBDA_SWEEP,L07,160.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 257, ""00"": 1429, ""01"": 233, ""11"": 81}",0.7145,0.0405,0.1165,0.1285,2
BELL_LAMBDA_SWEEP,L07,180.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1483, ""10"": 230, ""01"": 209, ""11"": 78}",0.7415,0.039,0.1045,0.115,2
BELL_LAMBDA_SWEEP,L07,200.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1520, ""10"": 194, ""01"": 224, ""11"": 62}",0.76,0.031,0.112,0.097,2
BELL_LAMBDA_SWEEP,L08,0.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 869, ""10"": 139, ""01"": 146, ""00"": 846}",0.423,0.4345,0.073,0.0695,2
BELL_LAMBDA_SWEEP,L08,8.333333333333334,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 813, ""11"": 768, ""10"": 213, ""01"": 206}",0.4065,0.384,0.103,0.1065,2
BELL_LAMBDA_SWEEP,L08,16.666666666666668,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 890, ""11"": 579, ""10"": 278, ""01"": 253}",0.445,0.2895,0.1265,0.139,2
BELL_LAMBDA_SWEEP,L08,25.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 893, ""01"": 307, ""10"": 264, ""11"": 536}",0.4465,0.268,0.1535,0.132,2
BELL_LAMBDA_SWEEP,L08,33.333333333333336,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 449, ""00"": 916, ""10"": 329, ""01"": 306}",0.458,0.2245,0.153,0.1645,2
BELL_LAMBDA_SWEEP,L08,41.66666666666667,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 304, ""00"": 964, ""11"": 410, ""01"": 322}",0.482,0.205,0.161,0.152,2
BELL_LAMBDA_SWEEP,L08,50.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 345, ""01"": 340, ""00"": 953, ""11"": 362}",0.4765,0.181,0.17,0.1725,2
BELL_LAMBDA_SWEEP,L08,60.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1052, ""11"": 302, ""10"": 313, ""01"": 333}",0.526,0.151,0.1665,0.1565,2
BELL_LAMBDA_SWEEP,L08,80.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 221, ""00"": 1152, ""10"": 304, ""01"": 323}",0.576,0.1105,0.1615,0.152,2
BELL_LAMBDA_SWEEP,L08,100.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 293, ""00"": 1222, ""11"": 165, ""01"": 320}",0.611,0.0825,0.16,0.1465,2
BELL_LAMBDA_SWEEP,L08,120.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1282, ""10"": 301, ""11"": 140, ""01"": 277}",0.641,0.07,0.1385,0.1505,2
BELL_LAMBDA_SWEEP,L08,140.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1380, ""11"": 108, ""01"": 260, ""10"": 252}",0.69,0.054,0.13,0.126,2
BELL_LAMBDA_SWEEP,L08,160.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1453, ""01"": 234, ""11"": 93, ""10"": 220}",0.7265,0.0465,0.117,0.11,2
BELL_LAMBDA_SWEEP,L08,180.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 222, ""01"": 210, ""00"": 1511, ""11"": 57}",0.7555,0.0285,0.105,0.111,2
BELL_LAMBDA_SWEEP,L08,200.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1532, ""01"": 206, ""10"": 193, ""11"": 69}",0.766,0.0345,0.103,0.0965,2
BELL_LAMBDA_SWEEP,L09,0.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 163, ""00"": 884, ""11"": 789, ""01"": 164}",0.442,0.3945,0.082,0.0815,2
BELL_LAMBDA_SWEEP,L09,8.333333333333334,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 201, ""00"": 852, ""10"": 215, ""11"": 732}",0.426,0.366,0.1005,0.1075,2
BELL_LAMBDA_SWEEP,L09,16.666666666666668,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 899, ""11"": 632, ""01"": 226, ""10"": 243}",0.4495,0.316,0.113,0.1215,2
BELL_LAMBDA_SWEEP,L09,25.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 513, ""00"": 937, ""10"": 266, ""01"": 284}",0.4685,0.2565,0.142,0.133,2
BELL_LAMBDA_SWEEP,L09,33.333333333333336,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 951, ""11"": 466, ""01"": 333, ""10"": 250}",0.4755,0.233,0.1665,0.125,2
BELL_LAMBDA_SWEEP,L09,41.66666666666667,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 990, ""10"": 318, ""01"": 287, ""11"": 405}",0.495,0.2025,0.1435,0.159,2
BELL_LAMBDA_SWEEP,L09,50.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 317, ""00"": 1011, ""11"": 364, ""01"": 308}",0.5055,0.182,0.154,0.1585,2
BELL_LAMBDA_SWEEP,L09,60.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 353, ""01"": 309, ""00"": 1013, ""11"": 325}",0.5065,0.1625,0.1545,0.1765,2
BELL_LAMBDA_SWEEP,L09,80.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1143, ""10"": 307, ""01"": 323, ""11"": 227}",0.5715,0.1135,0.1615,0.1535,2
BELL_LAMBDA_SWEEP,L09,100.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1227, ""10"": 324, ""01"": 293, ""11"": 156}",0.6135,0.078,0.1465,0.162,2
BELL_LAMBDA_SWEEP,L09,120.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1297, ""01"": 279, ""10"": 290, ""11"": 134}",0.6485,0.067,0.1395,0.145,2
BELL_LAMBDA_SWEEP,L09,140.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1379, ""01"": 262, ""10"": 261, ""11"": 98}",0.6895,0.049,0.131,0.1305,2
BELL_LAMBDA_SWEEP,L09,160.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 236, ""00"": 1402, ""01"": 258, ""11"": 104}",0.701,0.052,0.129,0.118,2
BELL_LAMBDA_SWEEP,L09,180.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 217, ""00"": 1486, ""01"": 210, ""11"": 87}",0.743,0.0435,0.105,0.1085,2
BELL_LAMBDA_SWEEP,L09,200.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 178, ""00"": 1554, ""11"": 66, ""01"": 202}",0.777,0.033,0.101,0.089,2
BELL_LAMBDA_SWEEP,L10,0.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 850, ""11"": 817, ""10"": 178, ""01"": 155}",0.425,0.4085,0.0775,0.089,2
BELL_LAMBDA_SWEEP,L10,8.333333333333334,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 704, ""01"": 209, ""00"": 871, ""10"": 216}",0.4355,0.352,0.1045,0.108,2
BELL_LAMBDA_SWEEP,L10,16.666666666666668,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 894, ""01"": 238, ""11"": 628, ""10"": 240}",0.447,0.314,0.119,0.12,2
BELL_LAMBDA_SWEEP,L10,25.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 907, ""11"": 535, ""10"": 277, ""01"": 281}",0.4535,0.2675,0.1405,0.1385,2
BELL_LAMBDA_SWEEP,L10,33.333333333333336,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 290, ""10"": 308, ""11"": 468, ""00"": 934}",0.467,0.234,0.145,0.154,2
BELL_LAMBDA_SWEEP,L10,41.66666666666667,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 428, ""10"": 299, ""00"": 959, ""01"": 314}",0.4795,0.214,0.157,0.1495,2
BELL_LAMBDA_SWEEP,L10,50.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1040, ""10"": 318, ""01"": 290, ""11"": 352}",0.52,0.176,0.145,0.159,2
BELL_LAMBDA_SWEEP,L10,60.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 304, ""00"": 1070, ""10"": 339, ""11"": 287}",0.535,0.1435,0.152,0.1695,2
BELL_LAMBDA_SWEEP,L10,80.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1135, ""10"": 311, ""11"": 231, ""01"": 323}",0.5675,0.1155,0.1615,0.1555,2
BELL_LAMBDA_SWEEP,L10,100.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 298, ""00"": 1234, ""01"": 285, ""11"": 183}",0.617,0.0915,0.1425,0.149,2
BELL_LAMBDA_SWEEP,L10,120.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1338, ""01"": 246, ""11"": 127, ""10"": 289}",0.669,0.0635,0.123,0.1445,2
BELL_LAMBDA_SWEEP,L10,140.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1343, ""11"": 111, ""10"": 277, ""01"": 269}",0.6715,0.0555,0.1345,0.1385,2
BELL_LAMBDA_SWEEP,L10,160.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1454, ""11"": 81, ""10"": 248, ""01"": 217}",0.727,0.0405,0.1085,0.124,2
BELL_LAMBDA_SWEEP,L10,180.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1485, ""11"": 69, ""10"": 209, ""01"": 237}",0.7425,0.0345,0.1185,0.1045,2
BELL_LAMBDA_SWEEP,L10,200.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 203, ""00"": 1522, ""11"": 85, ""01"": 190}",0.761,0.0425,0.095,0.1015,2
T1,Z,0.0,,,2000,"{""1"": 1956, ""0"": 44}",0.022,0.978,0.0,0.0,3
T1,Z,8.333333333333334,,,2000,"{""1"": 1962, ""0"": 38}",0.019,0.981,0.0,0.0,3
T1,Z,16.666666666666668,,,2000,"{""1"": 1956, ""0"": 44}",0.022,0.978,0.0,0.0,3
T1,Z,25.0,,,2000,"{""1"": 1947, ""0"": 53}",0.0265,0.9735,0.0,0.0,3
T1,Z,33.333333333333336,,,2000,"{""1"": 1952, ""0"": 48}",0.024,0.976,0.0,0.0,3
T1,Z,41.66666666666667,,,2000,"{""1"": 1950, ""0"": 50}",0.025,0.975,0.0,0.0,3
T1,Z,50.0,,,2000,"{""1"": 1966, ""0"": 34}",0.017,0.983,0.0,0.0,3
T1,Z,60.0,,,2000,"{""1"": 1958, ""0"": 42}",0.021,0.979,0.0,0.0,3
T1,Z,80.0,,,2000,"{""0"": 43, ""1"": 1957}",0.0215,0.9785,0.0,0.0,3
T1,Z,100.0,,,2000,"{""1"": 1958, ""0"": 42}",0.021,0.979,0.0,0.0,3
T1,Z,120.0,,,2000,"{""1"": 1959, ""0"": 41}",0.0205,0.9795,0.0,0.0,3
T1,Z,140.0,,,2000,"{""1"": 1968, ""0"": 32}",0.016,0.984,0.0,0.0,3
T1,Z,160.0,,,2000,"{""1"": 1965, ""0"": 35}",0.0175,0.9825,0.0,0.0,3
T1,Z,180.0,,,2000,"{""1"": 1949, ""0"": 51}",0.0255,0.9745,0.0,0.0,3
T1,Z,200.0,,,2000,"{""1"": 1959, ""0"": 41}",0.0205,0.9795,0.0,0.0,3
RAMSEY_SINGLE,A,0.0,,,2000,"{""0"": 1958, ""1"": 42}",0.979,0.021,0.0,0.0,3
RAMSEY_SINGLE,A,8.333333333333334,,,2000,"{""1"": 137, ""0"": 1863}",0.9315,0.0685,0.0,0.0,3
RAMSEY_SINGLE,A,16.666666666666668,,,2000,"{""0"": 1809, ""1"": 191}",0.9045,0.0955,0.0,0.0,3
RAMSEY_SINGLE,A,25.0,,,2000,"{""0"": 1716, ""1"": 284}",0.858,0.142,0.0,0.0,3
RAMSEY_SINGLE,A,33.333333333333336,,,2000,"{""0"": 1649, ""1"": 351}",0.8245,0.1755,0.0,0.0,3
RAMSEY_SINGLE,A,41.66666666666667,,,2000,"{""0"": 1616, ""1"": 384}",0.808,0.192,0.0,0.0,3
RAMSEY_SINGLE,A,50.0,,,2000,"{""1"": 440, ""0"": 1560}",0.78,0.22,0.0,0.0,3
RAMSEY_SINGLE,A,60.0,,,2000,"{""1"": 538, ""0"": 1462}",0.731,0.269,0.0,0.0,3
RAMSEY_SINGLE,A,80.0,,,2000,"{""0"": 1396, ""1"": 604}",0.698,0.302,0.0,0.0,3
RAMSEY_SINGLE,A,100.0,,,2000,"{""0"": 1330, ""1"": 670}",0.665,0.335,0.0,0.0,3
RAMSEY_SINGLE,A,120.0,,,2000,"{""0"": 1248, ""1"": 752}",0.624,0.376,0.0,0.0,3
RAMSEY_SINGLE,A,140.0,,,2000,"{""1"": 829, ""0"": 1171}",0.5855,0.4145,0.0,0.0,3
RAMSEY_SINGLE,A,160.0,,,2000,"{""0"": 1206, ""1"": 794}",0.603,0.397,0.0,0.0,3
RAMSEY_SINGLE,A,180.0,,,2000,"{""1"": 858, ""0"": 1142}",0.571,0.429,0.0,0.0,3
RAMSEY_SINGLE,A,200.0,,,2000,"{""0"": 1124, ""1"": 876}",0.562,0.438,0.0,0.0,3
BELL_STRUCTURED,B,0.0,,,2000,"{""11"": 851, ""00"": 820, ""10"": 175, ""01"": 154}",0.41,0.4255,0.077,0.0875,3
BELL_STRUCTURED,B,8.333333333333334,,,2000,"{""00"": 851, ""01"": 191, ""11"": 737, ""10"": 221}",0.4255,0.3685,0.0955,0.1105,3
BELL_STRUCTURED,B,16.666666666666668,,,2000,"{""11"": 642, ""00"": 858, ""01"": 270, ""10"": 230}",0.429,0.321,0.135,0.115,3
BELL_STRUCTURED,B,25.0,,,2000,"{""10"": 262, ""01"": 291, ""11"": 535, ""00"": 912}",0.456,0.2675,0.1455,0.131,3
