kind,blind,delay_us,lambda,classical_ref,shots,counts_json,p00,p11,p01,p10,rep
BELL_LAMBDA_SWEEP,L00,0.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 826, ""00"": 857, ""01"": 153, ""10"": 164}",0.4285,0.413,0.0765,0.082,0
BELL_LAMBDA_SWEEP,L00,8.333333333333334,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 729, ""00"": 849, ""10"": 208, ""01"": 214}",0.4245,0.3645,0.107,0.104,0
BELL_LAMBDA_SWEEP,L00,16.666666666666668,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 888, ""10"": 266, ""11"": 604, ""01"": 242}",0.444,0.302,0.121,0.133,0
BELL_LAMBDA_SWEEP,L00,25.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 935, ""10"": 290, ""01"": 266, ""11"": 509}",0.4675,0.2545,0.133,0.145,0
BELL_LAMBDA_SWEEP,L00,33.333333333333336,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 474, ""01"": 273, ""00"": 940, ""10"": 313}",0.47,0.237,0.1365,0.1565,0
BELL_LAMBDA_SWEEP,L00,41.66666666666667,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 963, ""10"": 330, ""01"": 288, ""11"": 419}",0.4815,0.2095,0.144,0.165,0
BELL_LAMBDA_SWEEP,L00,50.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1036, ""10"": 297, ""01"": 312, ""11"": 355}",0.518,0.1775,0.156,0.1485,0
BELL_LAMBDA_SWEEP,L00,60.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1064, ""10"": 320, ""01"": 323, ""11"": 293}",0.532,0.1465,0.1615,0.16,0
BELL_LAMBDA_SWEEP,L00,80.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1166, ""01"": 307, ""11"": 234, ""10"": 293}",0.583,0.117,0.1535,0.1465,0
BELL_LAMBDA_SWEEP,L00,100.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 174, ""01"": 291, ""00"": 1208, ""10"": 327}",0.604,0.087,0.1455,0.1635,0
BELL_LAMBDA_SWEEP,L00,120.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 289, ""00"": 1272, ""01"": 295, ""11"": 144}",0.636,0.072,0.1475,0.1445,0
BELL_LAMBDA_SWEEP,L00,140.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 271, ""01"": 251, ""00"": 1369, ""11"": 109}",0.6845,0.0545,0.1255,0.1355,0
BELL_LAMBDA_SWEEP,L00,160.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1438, ""11"": 97, ""10"": 216, ""01"": 249}",0.719,0.0485,0.1245,0.108,0
BELL_LAMBDA_SWEEP,L00,180.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1538, ""10"": 191, ""01"": 207, ""11"": 64}",0.769,0.032,0.1035,0.0955,0
BELL_LAMBDA_SWEEP,L00,200.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 193, ""00"": 1518, ""10"": 210, ""11"": 79}",0.759,0.0395,0.0965,0.105,0
BELL_LAMBDA_SWEEP,L01,0.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 833, ""00"": 875, ""01"": 132, ""10"": 160}",0.4375,0.4165,0.066,0.08,0
BELL_LAMBDA_SWEEP,L01,8.333333333333334,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 759, ""00"": 816, ""10"": 211, ""01"": 214}",0.408,0.3795,0.107,0.1055,0
BELL_LAMBDA_SWEEP,L01,16.666666666666668,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 258, ""11"": 653, ""00"": 849, ""10"": 240}",0.4245,0.3265,0.129,0.12,0
BELL_LAMBDA_SWEEP,L01,25.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 282, ""00"": 895, ""01"": 302, ""11"": 521}",0.4475,0.2605,0.151,0.141,0
BELL_LAMBDA_SWEEP,L01,33.333333333333336,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 914, ""01"": 305, ""10"": 291, ""11"": 490}",0.457,0.245,0.1525,0.1455,0
BELL_LAMBDA_SWEEP,L01,41.66666666666667,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 317, ""00"": 954, ""10"": 316, ""11"": 413}",0.477,0.2065,0.1585,0.158,0
BELL_LAMBDA_SWEEP,L01,50.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 307, ""00"": 1032, ""10"": 323, ""11"": 338}",0.516,0.169,0.1535,0.1615,0
BELL_LAMBDA_SWEEP,L01,60.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1075, ""10"": 315, ""11"": 304, ""01"": 306}",0.5375,0.152,0.153,0.1575,0
BELL_LAMBDA_SWEEP,L01,80.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1129, ""01"": 307, ""11"": 258, ""10"": 306}",0.5645,0.129,0.1535,0.153,0
BELL_LAMBDA_SWEEP,L01,100.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 283, ""00"": 1241, ""01"": 286, ""11"": 190}",0.6205,0.095,0.143,0.1415,0
BELL_LAMBDA_SWEEP,L01,120.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1309, ""11"": 132, ""10"": 286, ""01"": 273}",0.6545,0.066,0.1365,0.143,0
BELL_LAMBDA_SWEEP,L01,140.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1393, ""10"": 248, ""11"": 94, ""01"": 265}",0.6965,0.047,0.1325,0.124,0
BELL_LAMBDA_SWEEP,L01,160.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1438, ""11"": 92, ""01"": 226, ""10"": 244}",0.719,0.046,0.113,0.122,0
BELL_LAMBDA_SWEEP,L01,180.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1457, ""11"": 80, ""01"": 237, ""10"": 226}",0.7285,0.04,0.1185,0.113,0
BELL_LAMBDA_SWEEP,L01,200.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 212, ""00"": 1532, ""11"": 61, ""01"": 195}",0.766,0.0305,0.0975,0.106,0
BELL_LAMBDA_SWEEP,L02,0.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 884, ""00"": 807, ""01"": 160, ""10"": 149}",0.4035,0.442,0.08,0.0745,0
BELL_LAMBDA_SWEEP,L02,8.333333333333334,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 839, ""11"": 760, ""10"": 209, ""01"": 192}",0.4195,0.38,0.096,0.1045,0
BELL_LAMBDA_SWEEP,L02,16.666666666666668,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 647, ""10"": 255, ""00"": 860, ""01"": 238}",0.43,0.3235,0.119,0.1275,0
BELL_LAMBDA_SWEEP,L02,25.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 935, ""10"": 285, ""01"": 254, ""11"": 526}",0.4675,0.263,0.127,0.1425,0
BELL_LAMBDA_SWEEP,L02,33.333333333333336,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 947, ""10"": 296, ""11"": 460, ""01"": 297}",0.4735,0.23,0.1485,0.148,0
BELL_LAMBDA_SWEEP,L02,41.66666666666667,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 962, ""01"": 321, ""11"": 412, ""10"": 305}",0.481,0.206,0.1605,0.1525,0
BELL_LAMBDA_SWEEP,L02,50.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 327, ""11"": 349, ""00"": 988, ""10"": 336}",0.494,0.1745,0.1635,0.168,0
BELL_LAMBDA_SWEEP,L02,60.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1086, ""11"": 288, ""10"": 322, ""01"": 304}",0.543,0.144,0.152,0.161,0
BELL_LAMBDA_SWEEP,L02,80.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1138, ""11"": 253, ""01"": 312, ""10"": 297}",0.569,0.1265,0.156,0.1485,0
BELL_LAMBDA_SWEEP,L02,100.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1256, ""10"": 278, ""11"": 174, ""01"": 292}",0.628,0.087,0.146,0.139,0
BELL_LAMBDA_SWEEP,L02,120.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1284, ""10"": 299, ""01"": 307, ""11"": 110}",0.642,0.055,0.1535,0.1495,0
BELL_LAMBDA_SWEEP,L02,140.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1377, ""01"": 252, ""10"": 271, ""11"": 100}",0.6885,0.05,0.126,0.1355,0
BELL_LAMBDA_SWEEP,L02,160.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1424, ""10"": 222, ""01"": 247, ""11"": 107}",0.712,0.0535,0.1235,0.111,0
BELL_LAMBDA_SWEEP,L02,180.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 62, ""00"": 1473, ""01"": 235, ""10"": 230}",0.7365,0.031,0.1175,0.115,0
BELL_LAMBDA_SWEEP,L02,200.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1557, ""10"": 179, ""01"": 192, ""11"": 72}",0.7785,0.036,0.096,0.0895,0
BELL_LAMBDA_SWEEP,L03,0.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 882, ""11"": 846, ""10"": 135, ""01"": 137}",0.441,0.423,0.0685,0.0675,0
BELL_LAMBDA_SWEEP,L03,8.333333333333334,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 239, ""11"": 708, ""00"": 861, ""01"": 192}",0.4305,0.354,0.096,0.1195,0
BELL_LAMBDA_SWEEP,L03,16.666666666666668,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 618, ""00"": 892, ""01"": 241, ""10"": 249}",0.446,0.309,0.1205,0.1245,0
BELL_LAMBDA_SWEEP,L03,25.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 262, ""00"": 912, ""11"": 550, ""10"": 276}",0.456,0.275,0.131,0.138,0
BELL_LAMBDA_SWEEP,L03,33.333333333333336,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 498, ""00"": 950, ""01"": 281, ""10"": 271}",0.475,0.249,0.1405,0.1355,0
BELL_LAMBDA_SWEEP,L03,41.66666666666667,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 307, ""00"": 988, ""01"": 315, ""11"": 390}",0.494,0.195,0.1575,0.1535,0
BELL_LAMBDA_SWEEP,L03,50.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1020, ""11"": 352, ""10"": 308, ""01"": 320}",0.51,0.176,0.16,0.154,0
BELL_LAMBDA_SWEEP,L03,60.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1073, ""10"": 326, ""01"": 314, ""11"": 287}",0.5365,0.1435,0.157,0.163,0
BELL_LAMBDA_SWEEP,L03,80.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1120, ""10"": 317, ""11"": 231, ""01"": 332}",0.56,0.1155,0.166,0.1585,0
BELL_LAMBDA_SWEEP,L03,100.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1201, ""10"": 289, ""01"": 332, ""11"": 178}",0.6005,0.089,0.166,0.1445,0
BELL_LAMBDA_SWEEP,L03,120.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1308, ""10"": 250, ""01"": 307, ""11"": 135}",0.654,0.0675,0.1535,0.125,0
BELL_LAMBDA_SWEEP,L03,140.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1374, ""11"": 105, ""01"": 270, ""10"": 251}",0.687,0.0525,0.135,0.1255,0
BELL_LAMBDA_SWEEP,L03,160.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1394, ""10"": 270, ""01"": 251, ""11"": 85}",0.697,0.0425,0.1255,0.135,0
BELL_LAMBDA_SWEEP,L03,180.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1505, ""10"": 208, ""01"": 219, ""11"": 68}",0.7525,0.034,0.1095,0.104,0
BELL_LAMBDA_SWEEP,L03,200.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1558, ""01"": 189, ""10"": 195, ""11"": 58}",0.779,0.029,0.0945,0.0975,0
BELL_LAMBDA_SWEEP,L04,0.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 865, ""11"": 819, ""01"": 154, ""10"": 162}",0.4325,0.4095,0.077,0.081,0
BELL_LAMBDA_SWEEP,L04,8.333333333333334,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 862, ""11"": 720, ""10"": 219, ""01"": 199}",0.431,0.36,0.0995,0.1095,0
BELL_LAMBDA_SWEEP,L04,16.666666666666668,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 902, ""11"": 623, ""10"": 235, ""01"": 240}",0.451,0.3115,0.12,0.1175,0
BELL_LAMBDA_SWEEP,L04,25.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 278, ""00"": 897, ""11"": 536, ""10"": 289}",0.4485,0.268,0.139,0.1445,0
BELL_LAMBDA_SWEEP,L04,33.333333333333336,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 918, ""11"": 479, ""10"": 302, ""01"": 301}",0.459,0.2395,0.1505,0.151,0
BELL_LAMBDA_SWEEP,L04,41.66666666666667,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 346, ""11"": 401, ""00"": 931, ""01"": 322}",0.4655,0.2005,0.161,0.173,0
BELL_LAMBDA_SWEEP,L04,50.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 350, ""00"": 1001, ""10"": 315, ""01"": 334}",0.5005,0.175,0.167,0.1575,0
BELL_LAMBDA_SWEEP,L04,60.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1027, ""10"": 319, ""11"": 315, ""01"": 339}",0.5135,0.1575,0.1695,0.1595,0
BELL_LAMBDA_SWEEP,L04,80.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1157, ""01"": 295, ""11"": 236, ""10"": 312}",0.5785,0.118,0.1475,0.156,0
BELL_LAMBDA_SWEEP,L04,100.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""01"": 272, ""10"": 328, ""00"": 1240, ""11"": 160}",0.62,0.08,0.136,0.164,0
BELL_LAMBDA_SWEEP,L04,120.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""10"": 272, ""00"": 1283, ""01"": 300, ""11"": 145}",0.6415,0.0725,0.15,0.136,0
BELL_LAMBDA_SWEEP,L04,140.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1350, ""01"": 273, ""10"": 248, ""11"": 129}",0.675,0.0645,0.1365,0.124,0
BELL_LAMBDA_SWEEP,L04,160.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1458, ""01"": 238, ""11"": 79, ""10"": 225}",0.729,0.0395,0.119,0.1125,0
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""11"": 85, ""00"": 1497, ""01"": 206, ""10"": 212}",0.7485,0.0425,0.103,0.106,0
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 1510, ""10"": 213, ""01"": 205, ""11"": 72}",0.755,0.036,0.1025,0.1065,0
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2000,"{""00"": 861, ""10"": 158, ""11"": 836, ""01"": 145}",0.4305,0.418,0.0725,0.079,0
