kind,delay_us,rounds,branch,shots,counts_json,p00,p11,p01,p10,rep
CLASSICAL_XBASIS,8.333333333333334,10,classical,2000,"{""00"": 503, ""01"": 497, ""11"": 510, ""10"": 490}",0.2515,0.255,0.2485,0.245,7
CLASSICAL_XBASIS,16.666666666666668,10,classical,2000,"{""01"": 490, ""10"": 526, ""00"": 485, ""11"": 499}",0.2425,0.2495,0.245,0.263,7
CLASSICAL_XBASIS,25.0,10,classical,2000,"{""01"": 552, ""10"": 501, ""11"": 475, ""00"": 472}",0.236,0.2375,0.276,0.2505,7
CLASSICAL_XBASIS,33.333333333333336,10,classical,2000,"{""11"": 527, ""01"": 447, ""10"": 491, ""00"": 535}",0.2675,0.2635,0.2235,0.2455,7
CLASSICAL_XBASIS,41.66666666666667,10,classical,2000,"{""00"": 497, ""11"": 491, ""01"": 499, ""10"": 513}",0.2485,0.2455,0.2495,0.2565,7
CLASSICAL_XBASIS,50.0,10,classical,2000,"{""01"": 489, ""00"": 523, ""11"": 507, ""10"": 481}",0.2615,0.2535,0.2445,0.2405,7
CLASSICAL_XBASIS,60.0,10,classical,2000,"{""01"": 513, ""00"": 511, ""11"": 490, ""10"": 486}",0.2555,0.245,0.2565,0.243,7
CLASSICAL_XBASIS,80.0,10,classical,2000,"{""11"": 483, ""01"": 525, ""00"": 504, ""10"": 488}",0.252,0.2415,0.2625,0.244,7
CLASSICAL_XBASIS,100.0,10,classical,2000,"{""00"": 505, ""01"": 482, ""11"": 495, ""10"": 518}",0.2525,0.2475,0.241,0.259,7
CLASSICAL_XBASIS,120.0,10,classical,2000,"{""01"": 509, ""00"": 510, ""11"": 503, ""10"": 478}",0.255,0.2515,0.2545,0.239,7
CLASSICAL_XBASIS,140.0,10,classical,2000,"{""10"": 489, ""00"": 493, ""11"": 511, ""01"": 507}",0.2465,0.2555,0.2535,0.2445,7
CLASSICAL_XBASIS,160.0,10,classical,2000,"{""01"": 486, ""10"": 484, ""00"": 509, ""11"": 521}",0.2545,0.2605,0.243,0.242,7
CLASSICAL_XBASIS,180.0,10,classical,2000,"{""11"": 498, ""01"": 499, ""10"": 504, ""00"": 499}",0.2495,0.249,0.2495,0.252,7
CLASSICAL_XBASIS,200.0,10,classical,2000,"{""11"": 500, ""10"": 514, ""00"": 482, ""01"": 504}",0.241,0.25,0.252,0.257,7
QUANTUM_ZBASIS,0.0,2,quantum,2000,"{""11"": 948, ""00"": 909, ""10"": 72, ""01"": 71}",0.4545,0.474,0.0355,0.036,8
QUANTUM_ZBASIS,8.333333333333334,2,quantum,2000,"{""11"": 780, ""00"": 952, ""10"": 139, ""01"": 129}",0.476,0.39,0.0645,0.0695,8
QUANTUM_ZBASIS,16.666666666666668,2,quantum,2000,"{""11"": 717, ""00"": 932, ""01"": 179, ""10"": 172}",0.466,0.3585,0.0895,0.086,8
QUANTUM_ZBASIS,25.0,2,quantum,2000,"{""00"": 1066, ""10"": 187, ""11"": 552, ""01"": 195}",0.533,0.276,0.0975,0.0935,8
QUANTUM_ZBASIS,33.333333333333336,2,quantum,2000,"{""00"": 1023, ""10"": 238, ""01"": 236, ""11"": 503}",0.5115,0.2515,0.118,0.119,8
QUANTUM_ZBASIS,41.66666666666667,2,quantum,2000,"{""11"": 409, ""00"": 1061, ""01"": 269, ""10"": 261}",0.5305,0.2045,0.1345,0.1305,8
QUANTUM_ZBASIS,50.0,2,quantum,2000,"{""00"": 1062, ""10"": 297, ""11"": 351, ""01"": 290}",0.531,0.1755,0.145,0.1485,8
QUANTUM_ZBASIS,60.0,2,quantum,2000,"{""00"": 1126, ""11"": 304, ""10"": 282, ""01"": 288}",0.563,0.152,0.144,0.141,8
QUANTUM_ZBASIS,80.0,2,quantum,2000,"{""00"": 1256, ""10"": 284, ""01"": 259, ""11"": 201}",0.628,0.1005,0.1295,0.142,8
QUANTUM_ZBASIS,100.0,2,quantum,2000,"{""10"": 269, ""00"": 1342, ""11"": 132, ""01"": 257}",0.671,0.066,0.1285,0.1345,8
QUANTUM_ZBASIS,120.0,2,quantum,2000,"{""00"": 1400, ""01"": 245, ""11"": 91, ""10"": 264}",0.7,0.0455,0.1225,0.132,8
QUANTUM_ZBASIS,140.0,2,quantum,2000,"{""01"": 213, ""00"": 1539, ""10"": 192, ""11"": 56}",0.7695,0.028,0.1065,0.096,8
QUANTUM_ZBASIS,160.0,2,quantum,2000,"{""01"": 199, ""00"": 1519, ""10"": 231, ""11"": 51}",0.7595,0.0255,0.0995,0.1155,8
QUANTUM_ZBASIS,180.0,2,quantum,2000,"{""00"": 1617, ""01"": 186, ""10"": 165, ""11"": 32}",0.8085,0.016,0.093,0.0825,8
