basis,lambda,rep,t2star_us,amplitude,n_points,fit_meta
ZBASIS,0.8,8,21.29110668799955,0.4329653154142698,15,"{""a"": 0.4329653154142698, ""c"": 0.4274360342795082, ""r2"": 0.20790843516127755, ""T"": 21.29110668799955}"
ZBASIS,0.8,9,112.00246972379362,-0.17258054430755648,15,"{""a"": -0.17258054430755648, ""c"": 0.7611159208679952, ""r2"": 0.06969592441671535, ""T"": 112.00246972379362}"
ZBASIS,0.9,1,6.2959656179740255,0.3507917369055323,15,"{""a"": 0.3507917369055323, ""c"": 0.4278924263158837, ""r2"": 0.11488518096582878, ""T"": 6.2959656179740255}"
ZBASIS,0.9,2,7.058624101538741,0.29247259897381744,15,"{""a"": 0.29247259897381744, ""c"": 0.5289898354729323, ""r2"": 0.08992210441978943, ""T"": 7.058624101538741}"
ZBASIS,0.9,3,16.476321929030103,0.32764798012184787,15,"{""a"": 0.32764798012184787, ""c"": 0.4778222150630228, ""r2"": 0.09588455936615947, ""T"": 16.476321929030103}"
ZBASIS,0.9,7,7.985536174647028,0.29533252701664453,15,"{""a"": 0.29533252701664453, ""c"": 0.5123086357800034, ""r2"": 0.0764215595722596, ""T"": 7.985536174647028}"
ZBASIS,0.9,8,22.432339378724688,0.45128185957588957,15,"{""a"": 0.45128185957588957, ""c"": 0.4191080562442194, ""r2"": 0.18991081569694923, ""T"": 22.432339378724688}"
ZBASIS,0.9,9,86.38186906712673,-0.18761726917329402,15,"{""a"": -0.18761726917329402, ""c"": 0.7724540672776191, ""r2"": 0.07586912553093716, ""T"": 86.38186906712673}"
ZBASIS,1.0,1,5.990321079518945,0.35593869968475417,15,"{""a"": 0.35593869968475417, ""c"": 0.4199459301060197, ""r2"": 0.0976885169124827, ""T"": 5.990321079518945}"
ZBASIS,1.0,2,6.819629986769139,0.29320591399025364,15,"{""a"": 0.29320591399025364, ""c"": 0.5316896041603053, ""r2"": 0.0726583703526591, ""T"": 6.819629986769139}"
ZBASIS,1.0,3,17.394796333865106,0.33369631446277565,15,"{""a"": 0.33369631446277565, ""c"": 0.4735645581162869, ""r2"": 0.08424547025543683, ""T"": 17.394796333865106}"
ZBASIS,1.0,7,7.8667122983010085,0.2937809113791323,15,"{""a"": 0.2937809113791323, ""c"": 0.5140288441608974, ""r2"": 0.06208497895382381, ""T"": 7.8667122983010085}"
ZBASIS,1.0,8,23.496703282031827,0.47026677558279034,15,"{""a"": 0.47026677558279034, ""c"": 0.41065359955050146, ""r2"": 0.17543562725598105, ""T"": 23.496703282031827}"
ZBASIS,1.0,9,72.54217790608344,-0.21005971492695022,15,"{""a"": -0.21005971492695022, ""c"": 0.7896468576982911, ""r2"": 0.08202080193035, ""T"": 72.54217790608344}"
