lambda,rep,t2star_us,amplitude,n_points,fit_meta
0.8,5,9.514828315956333,0.39580509515277784,15,"{""a"": 0.39580509515277784, ""c"": 0.5000201497272835, ""r2"": 0.7674415269911298, ""T"": 9.514828315956333}"
0.8,6,8.621011669022977,0.4283274487867795,15,"{""a"": 0.4283274487867795, ""c"": 0.49340602501874875, ""r2"": 0.6667391490496416, ""T"": 8.621011669022977}"
0.8,7,9.675755665115272,0.4335648148454857,15,"{""a"": 0.4335648148454857, ""c"": 0.48545814034486817, ""r2"": 0.7252218841049813, ""T"": 9.675755665115272}"
0.8,8,8.507240041302147,0.42885296287609215,15,"{""a"": 0.42885296287609215, ""c"": 0.487841571347047, ""r2"": 0.711394916558139, ""T"": 8.507240041302147}"
0.8,9,8.98577956034152,0.4233923856543659,15,"{""a"": 0.4233923856543659, ""c"": 0.4848643645977594, ""r2"": 0.7311643009803357, ""T"": 8.98577956034152}"
0.9,0,9.834939960115998,0.4354549943911509,15,"{""a"": 0.4354549943911509, ""c"": 0.49039109061724306, ""r2"": 0.7343784025654119, ""T"": 9.834939960115998}"
0.9,1,10.026758582184097,0.42980184059676585,15,"{""a"": 0.42980184059676585, ""c"": 0.49030253157498876, ""r2"": 0.7320867493614958, ""T"": 10.026758582184097}"
0.9,2,9.774894215439591,0.4350387755592917,15,"{""a"": 0.4350387755592917, ""c"": 0.4905673241942414, ""r2"": 0.7106661318246763, ""T"": 9.774894215439591}"
0.9,3,9.226114576963738,0.4336854112560147,15,"{""a"": 0.4336854112560147, ""c"": 0.4871584593205702, ""r2"": 0.7333729957572924, ""T"": 9.226114576963738}"
0.9,4,9.786958942372824,0.4233876223440723,15,"{""a"": 0.4233876223440723, ""c"": 0.4902151162203631, ""r2"": 0.7205530609415602, ""T"": 9.786958942372824}"
0.9,5,8.444187793019939,0.4484143716981305,15,"{""a"": 0.4484143716981305, ""c"": 0.4912286523402814, ""r2"": 0.7377675126891059, ""T"": 8.444187793019939}"
0.9,6,9.130309100945672,0.4260384765179609,15,"{""a"": 0.4260384765179609, ""c"": 0.49778390179517273, ""r2"": 0.726295642120405, ""T"": 9.130309100945672}"
0.9,7,9.321426710764065,0.4266529919384776,15,"{""a"": 0.4266529919384776, ""c"": 0.4915780287880365, ""r2"": 0.7254463724573712, ""T"": 9.321426710764065}"
0.9,8,9.37553670200753,0.426199823086459,15,"{""a"": 0.426199823086459, ""c"": 0.4898580493917051, ""r2"": 0.7135061411487356, ""T"": 9.37553670200753}"
0.9,9,8.867967338526482,0.4317054814348211,15,"{""a"": 0.4317054814348211, ""c"": 0.48665704185544784, ""r2"": 0.6874646437671132, ""T"": 8.867967338526482}"
1.0,0,9.00848815835163,0.4258500268541929,15,"{""a"": 0.4258500268541929, ""c"": 0.490255316697036, ""r2"": 0.691601919972662, ""T"": 9.00848815835163}"
1.0,1,9.453544300052135,0.44162959334215646,15,"{""a"": 0.44162959334215646, ""c"": 0.4825237398510606, ""r2"": 0.7164971133606228, ""T"": 9.453544300052135}"
1.0,2,9.112069170731163,0.42435901468429793,15,"{""a"": 0.42435901468429793, ""c"": 0.498228109035159, ""r2"": 0.7483758822196971, ""T"": 9.112069170731163}"
1.0,3,10.265838712116624,0.4220292297335324,15,"{""a"": 0.4220292297335324, ""c"": 0.4894005202340515, ""r2"": 0.7548079026488571, ""T"": 10.265838712116624}"
1.0,4,8.928538498099364,0.41471136493728833,15,"{""a"": 0.41471136493728833, ""c"": 0.49206330681548965, ""r2"": 0.6830025973436427, ""T"": 8.928538498099364}"
1.0,5,9.219875815609472,0.4328390192971765,15,"{""a"": 0.4328390192971765, ""c"": 0.487673266465565, ""r2"": 0.7003901883026898, ""T"": 9.219875815609472}"
1.0,6,7.9862901013253635,0.4220130125668423,15,"{""a"": 0.4220130125668423, ""c"": 0.49244638476405, ""r2"": 0.748366203302168, ""T"": 7.9862901013253635}"
1.0,7,10.412205821273176,0.41886862210896236,15,"{""a"": 0.41886862210896236, ""c"": 0.49325493331610193, ""r2"": 0.649917382742006, ""T"": 10.412205821273176}"
1.0,8,9.723114381655831,0.4425080714502657,15,"{""a"": 0.4425080714502657, ""c"": 0.4841374128774034, ""r2"": 0.6932855463888501, ""T"": 9.723114381655831}"
1.0,9,8.702619470826981,0.435300718864481,15,"{""a"": 0.435300718864481, ""c"": 0.490194616064344, ""r2"": 0.7155222315054777, ""T"": 8.702619470826981}"
