lambda,rep,t2star_us,amplitude,n_points,fit_meta
0.0,0,11.039999642997818,0.41400093890165884,15,"{""a"": 0.41400093890165884, ""c"": 0.5162358731739122, ""r2"": 0.6720876352761607, ""T"": 11.039999642997818}"
0.0,1,10.598228711859443,0.4064787000096594,15,"{""a"": 0.4064787000096594, ""c"": 0.5276543180641522, ""r2"": 0.691274805103711, ""T"": 10.598228711859443}"
0.0,2,10.912852122725338,0.4151906105803509,15,"{""a"": 0.4151906105803509, ""c"": 0.5232808226982035, ""r2"": 0.6788714403285291, ""T"": 10.912852122725338}"
0.0,3,11.295105491830522,0.39473682073970773,15,"{""a"": 0.39473682073970773, ""c"": 0.5247017501441117, ""r2"": 0.6487895422885394, ""T"": 11.295105491830522}"
0.0,4,11.360877469047882,0.41119091249192263,15,"{""a"": 0.41119091249192263, ""c"": 0.517536493973687, ""r2"": 0.6950071314983182, ""T"": 11.360877469047882}"
0.0,5,11.456902635065624,0.42105872323418436,15,"{""a"": 0.42105872323418436, ""c"": 0.5180390107797834, ""r2"": 0.6665912703357759, ""T"": 11.456902635065624}"
0.0,6,10.639777868148197,0.39695699605295237,15,"{""a"": 0.39695699605295237, ""c"": 0.520428245382209, ""r2"": 0.6842199291054687, ""T"": 10.639777868148197}"
0.0,7,10.001861865765438,0.39392263960532203,15,"{""a"": 0.39392263960532203, ""c"": 0.5324744135401583, ""r2"": 0.6360513212894467, ""T"": 10.001861865765438}"
0.0,8,11.307136811744567,0.40001735696733587,15,"{""a"": 0.40001735696733587, ""c"": 0.5279262831113043, ""r2"": 0.6907039886633293, ""T"": 11.307136811744567}"
0.0,9,10.644102360229926,0.42442273777072903,15,"{""a"": 0.42442273777072903, ""c"": 0.5171158815757757, ""r2"": 0.6959633462735226, ""T"": 10.644102360229926}"
0.1,0,11.515793867248624,0.4027129952197855,15,"{""a"": 0.4027129952197855, ""c"": 0.5226217494894753, ""r2"": 0.6895378411281736, ""T"": 11.515793867248624}"
0.1,1,10.087668060759993,0.40504389157271875,15,"{""a"": 0.40504389157271875, ""c"": 0.5195056890207455, ""r2"": 0.7114483038398673, ""T"": 10.087668060759993}"
0.1,2,10.456221359364688,0.4042092755406265,15,"{""a"": 0.4042092755406265, ""c"": 0.5196934528265507, ""r2"": 0.7117277308587426, ""T"": 10.456221359364688}"
0.1,3,9.904407119354117,0.4085184664851573,15,"{""a"": 0.4085184664851573, ""c"": 0.5245853184837953, ""r2"": 0.7335364283503532, ""T"": 9.904407119354117}"
0.1,4,10.411371035418275,0.393684645881349,15,"{""a"": 0.393684645881349, ""c"": 0.5323003555874091, ""r2"": 0.691992815367078, ""T"": 10.411371035418275}"
0.1,5,11.14086536992612,0.4045295188283343,15,"{""a"": 0.4045295188283343, ""c"": 0.5265866106054371, ""r2"": 0.7036359126503459, ""T"": 11.14086536992612}"
0.1,6,0.10624041671729594,0.3545713931324192,15,"{""a"": 0.3545713931324192, ""c"": 0.5484285739119936, ""r2"": 0.4862545208043981, ""T"": 0.10624041671729594}"
0.1,7,11.55336250358544,0.41428495975207136,15,"{""a"": 0.41428495975207136, ""c"": 0.5151452837222501, ""r2"": 0.6884037548593434, ""T"": 11.55336250358544}"
0.1,8,10.182274264195064,0.3886321280406446,15,"{""a"": 0.3886321280406446, ""c"": 0.5247749197246148, ""r2"": 0.7148248427510496, ""T"": 10.182274264195064}"
0.1,9,11.263662142814724,0.39395863473950454,15,"{""a"": 0.39395863473950454, ""c"": 0.5300934218619842, ""r2"": 0.7143012924834699, ""T"": 11.263662142814724}"
0.2,0,11.431695512279786,0.39014146573601244,15,"{""a"": 0.39014146573601244, ""c"": 0.5248226799002371, ""r2"": 0.6625351077413402, ""T"": 11.431695512279786}"
0.2,1,11.133445871899765,0.3913059551389782,15,"{""a"": 0.3913059551389782, ""c"": 0.5232780379293651, ""r2"": 0.6662388500408567, ""T"": 11.133445871899765}"
0.2,2,9.582471675455412,0.37271083636784835,15,"{""a"": 0.37271083636784835, ""c"": 0.5376689820114302, ""r2"": 0.6171502213372833, ""T"": 9.582471675455412}"
0.2,3,10.181207859945172,0.40600513825536066,15,"{""a"": 0.40600513825536066, ""c"": 0.5267087692341946, ""r2"": 0.7017715602765195, ""T"": 10.181207859945172}"
0.2,4,10.547340869434084,0.3953000638135195,15,"{""a"": 0.3953000638135195, ""c"": 0.5291040430001782, ""r2"": 0.7211952015275883, ""T"": 10.547340869434084}"
0.2,5,11.571273833585384,0.391976996860498,15,"{""a"": 0.391976996860498, ""c"": 0.5173784187019912, ""r2"": 0.7061078678030142, ""T"": 11.571273833585384}"
0.2,6,11.316378611428691,0.4149268164063455,15,"{""a"": 0.4149268164063455, ""c"": 0.5185298422647442, ""r2"": 0.701647187404696, ""T"": 11.316378611428691}"
0.2,7,12.320081657354713,0.4016856444603005,15,"{""a"": 0.4016856444603005, ""c"": 0.5104112722141463, ""r2"": 0.7026359702021187, ""T"": 12.320081657354713}"
0.2,8,10.051749614115442,0.3951528407570342,15,"{""a"": 0.3951528407570342, ""c"": 0.5291159870629821, ""r2"": 0.6931603246219495, ""T"": 10.051749614115442}"
0.2,9,11.309922514328704,0.3736357218763398,15,"{""a"": 0.3736357218763398, ""c"": 0.5300824875332661, ""r2"": 0.613336492084672, ""T"": 11.309922514328704}"
0.3,0,10.679279116338515,0.41416294037757223,15,"{""a"": 0.41416294037757223, ""c"": 0.5225978881062834, ""r2"": 0.6862356584625642, ""T"": 10.679279116338515}"
0.3,1,11.134411100253265,0.4142369773715941,15,"{""a"": 0.4142369773715941, ""c"": 0.52171414916641, ""r2"": 0.6815327626806649, ""T"": 11.134411100253265}"
0.3,2,13.126693887430143,0.3733220707650403,15,"{""a"": 0.3733220707650403, ""c"": 0.5262037238707264, ""r2"": 0.6565829834723799, ""T"": 13.126693887430143}"
0.3,3,11.029509838318855,0.37192292936541455,15,"{""a"": 0.37192292936541455, ""c"": 0.5289465146870438, ""r2"": 0.698063647853258, ""T"": 11.029509838318855}"
0.3,4,12.120873592043155,0.40637916448948946,15,"{""a"": 0.40637916448948946, ""c"": 0.5195805742045454, ""r2"": 0.7104790536962011, ""T"": 12.120873592043155}"
0.3,5,10.984103306963295,0.40241076938082593,15,"{""a"": 0.40241076938082593, ""c"": 0.516591966104848, ""r2"": 0.6776208927439709, ""T"": 10.984103306963295}"
0.3,6,12.111569737262279,0.4199050038546837,15,"{""a"": 0.4199050038546837, ""c"": 0.5116028508731477, ""r2"": 0.734777178731773, ""T"": 12.111569737262279}"
0.3,7,9.761946926358412,0.4096858347262611,15,"{""a"": 0.4096858347262611, ""c"": 0.5151497615951185, ""r2"": 0.6386142979389564, ""T"": 9.761946926358412}"
0.3,8,10.988915967507777,0.3896122183730385,15,"{""a"": 0.3896122183730385, ""c"": 0.5291790535813522, ""r2"": 0.6941410957053116, ""T"": 10.988915967507777}"
0.3,9,11.389369589602246,0.4129261109480302,15,"{""a"": 0.4129261109480302, ""c"": 0.5163600134104889, ""r2"": 0.6738119826061948, ""T"": 11.389369589602246}"
0.4,0,11.231987109649324,0.39684568493690897,15,"{""a"": 0.39684568493690897, ""c"": 0.5188867719270945, ""r2"": 0.6848471739792279, ""T"": 11.231987109649324}"
0.4,1,10.992623084568043,0.3979456648693031,15,"{""a"": 0.3979456648693031, ""c"": 0.5166585597383551, ""r2"": 0.6900696238638844, ""T"": 10.992623084568043}"
0.4,2,11.45715054710172,0.41066153644354764,15,"{""a"": 0.41066153644354764, ""c"": 0.5193756457693777, ""r2"": 0.6928730909965052, ""T"": 11.45715054710172}"
0.4,3,11.354985890517945,0.411363198818677,15,"{""a"": 0.411363198818677, ""c"": 0.5154658885177857, ""r2"": 0.736502238612571, ""T"": 11.354985890517945}"
0.4,4,10.528130680960134,0.3954653025491124,15,"{""a"": 0.3954653025491124, ""c"": 0.5256072823317979, ""r2"": 0.7709473395734319, ""T"": 10.528130680960134}"
0.4,5,11.505752095432175,0.4052965557916728,15,"{""a"": 0.4052965557916728, ""c"": 0.5220520095438271, ""r2"": 0.714053140762847, ""T"": 11.505752095432175}"
0.4,6,11.356174312345269,0.38902712221169616,15,"{""a"": 0.38902712221169616, ""c"": 0.5279852035805005, ""r2"": 0.6499871629031797, ""T"": 11.356174312345269}"
0.4,7,11.161431354367732,0.41108191728097987,15,"{""a"": 0.41108191728097987, ""c"": 0.5266294271721264, ""r2"": 0.6471688965653694, ""T"": 11.161431354367732}"
0.4,8,11.591826229891266,0.4037257540836608,15,"{""a"": 0.4037257540836608, ""c"": 0.5251951925813088, ""r2"": 0.757758274345112, ""T"": 11.591826229891266}"
0.4,9,11.511893008488727,0.4022457139570214,15,"{""a"": 0.4022457139570214, ""c"": 0.5215604436747532, ""r2"": 0.6349020815509134, ""T"": 11.511893008488727}"
0.5,0,11.46942260221198,0.40863849048399414,15,"{""a"": 0.40863849048399414, ""c"": 0.5133984296333309, ""r2"": 0.7068440881779858, ""T"": 11.46942260221198}"
0.5,1,11.376274466990926,0.3983259515418112,15,"{""a"": 0.3983259515418112, ""c"": 0.5272696285106211, ""r2"": 0.6450919316505485, ""T"": 11.376274466990926}"
0.5,2,10.441740318122452,0.4006752707004551,15,"{""a"": 0.4006752707004551, ""c"": 0.5214315915584987, ""r2"": 0.6819237258619255, ""T"": 10.441740318122452}"
0.5,3,11.372846119287109,0.4198649826294345,15,"{""a"": 0.4198649826294345, ""c"": 0.5186561034178875, ""r2"": 0.7077525228747332, ""T"": 11.372846119287109}"
0.5,4,10.912673698832311,0.4122707261324637,15,"{""a"": 0.4122707261324637, ""c"": 0.5222450941989059, ""r2"": 0.7016427983809492, ""T"": 10.912673698832311}"
0.5,5,10.965222075272575,0.4016710749679447,15,"{""a"": 0.4016710749679447, ""c"": 0.5194078109871465, ""r2"": 0.7117702339346108, ""T"": 10.965222075272575}"
0.5,6,11.013504527123597,0.3990858564296798,15,"{""a"": 0.3990858564296798, ""c"": 0.521053609124855, ""r2"": 0.6941584874527266, ""T"": 11.013504527123597}"
0.5,7,10.794310965288334,0.4147055257062501,15,"{""a"": 0.4147055257062501, ""c"": 0.5126417064832666, ""r2"": 0.6849618662246906, ""T"": 10.794310965288334}"
0.5,8,10.662902157129688,0.410051920427208,15,"{""a"": 0.410051920427208, ""c"": 0.5176196215509082, ""r2"": 0.723346532995184, ""T"": 10.662902157129688}"
0.5,9,10.633225947551319,0.40081307423752927,15,"{""a"": 0.40081307423752927, ""c"": 0.5266420394020771, ""r2"": 0.7120687887560042, ""T"": 10.633225947551319}"
0.6,0,10.8610310920171,0.4076572689288616,15,"{""a"": 0.4076572689288616, ""c"": 0.5284436657333912, ""r2"": 0.6805182800368101, ""T"": 10.8610310920171}"
0.6,1,0.3456523274897985,0.35100000038037604,15,"{""a"": 0.35100000038037604, ""c"": 0.5399999999763189, ""r2"": 0.4713348330398516, ""T"": 0.3456523274897985}"
0.6,2,10.816533919413565,0.3949455502895253,15,"{""a"": 0.3949455502895253, ""c"": 0.5211534515949056, ""r2"": 0.6743247527763632, ""T"": 10.816533919413565}"
0.6,3,10.85633590084033,0.4072829263630148,15,"{""a"": 0.4072829263630148, ""c"": 0.5127710993867053, ""r2"": 0.7454896734810379, ""T"": 10.85633590084033}"
0.6,4,10.769117220082173,0.402755517549158,15,"{""a"": 0.402755517549158, ""c"": 0.5266621459547122, ""r2"": 0.6719373451027193, ""T"": 10.769117220082173}"
0.6,5,11.255097939346657,0.4217004609722504,15,"{""a"": 0.4217004609722504, ""c"": 0.5174586500535326, ""r2"": 0.7208428166212801, ""T"": 11.255097939346657}"
0.6,6,11.882966652591465,0.4062583392417488,15,"{""a"": 0.4062583392417488, ""c"": 0.5146508314748243, ""r2"": 0.6330653539865809, ""T"": 11.882966652591465}"
0.6,7,11.02344630327818,0.4065924711925911,15,"{""a"": 0.4065924711925911, ""c"": 0.5169493632894729, ""r2"": 0.6981831203504236, ""T"": 11.02344630327818}"
0.6,8,9.882337624841476,0.3879892509288876,15,"{""a"": 0.3879892509288876, ""c"": 0.5261852308865761, ""r2"": 0.6613400814474619, ""T"": 9.882337624841476}"
0.6,9,10.788079460357602,0.40235263434686797,15,"{""a"": 0.40235263434686797, ""c"": 0.5277882603565258, ""r2"": 0.6931559676972707, ""T"": 10.788079460357602}"
0.7,0,11.270913184441426,0.39705502307643176,15,"{""a"": 0.39705502307643176, ""c"": 0.5238780981449535, ""r2"": 0.6981926323981592, ""T"": 11.270913184441426}"
0.7,1,11.122093708873706,0.3922987799033414,15,"{""a"": 0.3922987799033414, ""c"": 0.5230526573989419, ""r2"": 0.653733439811435, ""T"": 11.122093708873706}"
0.7,2,11.738617513191036,0.4096793014077676,15,"{""a"": 0.4096793014077676, ""c"": 0.5158411741955953, ""r2"": 0.7017419413467703, ""T"": 11.738617513191036}"
0.7,3,11.424688546284994,0.4074586813892401,15,"{""a"": 0.4074586813892401, ""c"": 0.5165530701109299, ""r2"": 0.6328477807414679, ""T"": 11.424688546284994}"
0.7,4,10.344615337848076,0.395626986083223,15,"{""a"": 0.395626986083223, ""c"": 0.5268627224736633, ""r2"": 0.7134296257510501, ""T"": 10.344615337848076}"
0.7,5,10.19161134773396,0.4066679388423883,15,"{""a"": 0.4066679388423883, ""c"": 0.5243982808240717, ""r2"": 0.6573661472193335, ""T"": 10.19161134773396}"
0.7,6,10.912145199439554,0.40022476110237976,15,"{""a"": 0.40022476110237976, ""c"": 0.5284805247360361, ""r2"": 0.6961100966441601, ""T"": 10.912145199439554}"
0.7,7,10.70565516423128,0.38783223051207816,15,"{""a"": 0.38783223051207816, ""c"": 0.5289555295464686, ""r2"": 0.6730241782540036, ""T"": 10.70565516423128}"
0.7,8,10.264985199916975,0.40348534204138237,15,"{""a"": 0.40348534204138237, ""c"": 0.5213568245973682, ""r2"": 0.6398587017516009, ""T"": 10.264985199916975}"
0.7,9,11.650429542844398,0.4129560807275032,15,"{""a"": 0.4129560807275032, ""c"": 0.5186846037270012, ""r2"": 0.7066078160645777, ""T"": 11.650429542844398}"
0.8,0,10.494502796097468,0.40152355376167237,15,"{""a"": 0.40152355376167237, ""c"": 0.5277708028635525, ""r2"": 0.7385181838818358, ""T"": 10.494502796097468}"
0.8,1,10.565608465649431,0.39942628401413605,15,"{""a"": 0.39942628401413605, ""c"": 0.5316801801929736, ""r2"": 0.6789810969984931, ""T"": 10.565608465649431}"
0.8,2,11.13101906599066,0.40266862399300934,15,"{""a"": 0.40266862399300934, ""c"": 0.5209178654669246, ""r2"": 0.6973623732728924, ""T"": 11.13101906599066}"
0.8,3,11.363960638776968,0.4158244801288225,15,"{""a"": 0.4158244801288225, ""c"": 0.5194008910025227, ""r2"": 0.7870067523151915, ""T"": 11.363960638776968}"
0.8,4,10.832151901370711,0.43020564262919236,15,"{""a"": 0.43020564262919236, ""c"": 0.5163363840241784, ""r2"": 0.7201658753253732, ""T"": 10.832151901370711}"
0.8,5,11.019161930606185,0.39075396744604335,15,"{""a"": 0.39075396744604335, ""c"": 0.5263479093017225, ""r2"": 0.7544657884698012, ""T"": 11.019161930606185}"
