timestamp,backend,blind,kind,rep,delay_us,lambda,shots,counts_json,p00,p01,p10,p11,mutual_info_bits,shannon_entropy_bits,structured_dynamic_supported
1770476373,aer_simulator,L07,BELL_DETERMINISTIC,0,20.0,0.5,2000,"{""10"": 944, ""01"": 779, ""00"": 144, ""11"": 133}",0.072,0.3895,0.472,0.0665,0.4156939357856845,1.5744316110136025,False
1770476373,aer_simulator,L06,BELL_DETERMINISTIC,0,40.0,0.6000000000000001,2000,"{""11"": 1006, ""00"": 545, ""01"": 289, ""10"": 160}",0.2725,0.1445,0.08,0.503,0.21174410471782812,1.7045671029190512,False
1770476373,aer_simulator,L03,BELL_DETERMINISTIC,0,26.666666666666668,0.4,2000,"{""00"": 907, ""11"": 738, ""01"": 233, ""10"": 122}",0.4535,0.1165,0.061,0.369,0.3296344817004859,1.6555738171525565,False
1770476373,aer_simulator,A,RAMSEY_SINGLE,0,0.0,nan,2000,"{""0"": 2000}",nan,nan,nan,nan,nan,nan,False
1770476373,aer_simulator,L05,BELL_DETERMINISTIC,0,108.57142857142857,0.8,2000,"{""11"": 1351, ""01"": 250, ""10"": 256, ""00"": 143}",0.0715,0.125,0.128,0.6755,0.026742119881626933,1.4090574699751717,False
1770476373,aer_simulator,L06,BELL_DETERMINISTIC,0,154.28571428571428,0.6000000000000001,2000,"{""10"": 1040, ""11"": 699, ""00"": 123, ""01"": 138}",0.0615,0.069,0.52,0.3495,0.005333838212212647,1.5342227407325189,False
1770476373,aer_simulator,A,RAMSEY_SINGLE,0,154.28571428571428,nan,2000,"{""0"": 1131, ""1"": 869}",nan,nan,nan,nan,nan,nan,False
1770476373,aer_simulator,L09,BELL_DETERMINISTIC,0,33.333333333333336,1.0,2000,"{""00"": 1080, ""11"": 541, ""10"": 196, ""01"": 183}",0.54,0.0915,0.098,0.2705,0.25946908379149003,1.6343751283032046,False
1770476373,aer_simulator,L08,BELL_DETERMINISTIC,0,0.0,0.9,2000,"{""00"": 1037, ""11"": 963}",0.5185,nan,nan,0.4815,0.999012249800804,0.999012249800804,False
1770476373,aer_simulator,L00,BELL_DETERMINISTIC,0,131.42857142857144,0.0,2000,"{""10"": 652, ""01"": 223, ""11"": 767, ""00"": 358}",0.179,0.1115,0.326,0.3835,0.014710815823807025,1.8545833020739648,False
1770476373,aer_simulator,L09,BELL_DETERMINISTIC,0,154.28571428571428,1.0,2000,"{""10"": 211, ""01"": 202, ""00"": 1505, ""11"": 82}",0.7525,0.101,0.1055,0.041,0.016444929191075028,1.1740196301417904,False
