basis,lambda,rep,t2star_us,amplitude,n_points,fit_meta
XBASIS,0.5,7,49.2660936211205,0.394678627670545,15,"{""a"": 0.394678627670545, ""c"": -0.011593023928055418, ""r2"": 0.9882922143019922, ""T"": 49.2660936211205}"
XBASIS,0.5,8,45.03398212558081,0.3984863261976172,15,"{""a"": 0.3984863261976172, ""c"": -0.009918040334134688, ""r2"": 0.9935050572471319, ""T"": 45.03398212558081}"
XBASIS,0.5,9,43.341652741311265,0.40369697021424705,15,"{""a"": 0.40369697021424705, ""c"": -0.005527969810538719, ""r2"": 0.989219587230094, ""T"": 43.341652741311265}"
XBASIS,0.6000000000000001,0,44.64249490462034,0.3249987795354755,15,"{""a"": 0.3249987795354755, ""c"": -0.00962122157656669, ""r2"": 0.9703010481589756, ""T"": 44.64249490462034}"
XBASIS,0.6000000000000001,1,46.4495308337616,0.34109117815640944,15,"{""a"": 0.34109117815640944, ""c"": -0.008896987246825876, ""r2"": 0.9831299758004025, ""T"": 46.4495308337616}"
XBASIS,0.6000000000000001,2,40.33794106372631,0.3051636367307887,15,"{""a"": 0.3051636367307887, ""c"": 0.014171887933585002, ""r2"": 0.9893740815830809, ""T"": 40.33794106372631}"
XBASIS,0.6000000000000001,3,46.730512753386506,0.3259986622132894,15,"{""a"": 0.3259986622132894, ""c"": -0.007797165833669718, ""r2"": 0.9649168143793806, ""T"": 46.730512753386506}"
XBASIS,0.6000000000000001,4,53.27720102250828,0.3101106284332977,15,"{""a"": 0.3101106284332977, ""c"": -0.013886903022043063, ""r2"": 0.9690333289008443, ""T"": 53.27720102250828}"
XBASIS,0.6000000000000001,5,45.865042029160676,0.28204305365297977,15,"{""a"": 0.28204305365297977, ""c"": 0.005782202138720048, ""r2"": 0.9822109757224858, ""T"": 45.865042029160676}"
XBASIS,0.6000000000000001,6,38.18520560175409,0.312882413918259,15,"{""a"": 0.312882413918259, ""c"": 0.013807259365240099, ""r2"": 0.9755847505179845, ""T"": 38.18520560175409}"
XBASIS,0.6000000000000001,7,49.88251990666152,0.31517841059012036,15,"{""a"": 0.31517841059012036, ""c"": -0.010933435579088156, ""r2"": 0.9794047524469819, ""T"": 49.88251990666152}"
XBASIS,0.6000000000000001,8,44.50653452499573,0.32021143922472484,15,"{""a"": 0.32021143922472484, ""c"": -0.008098971924786072, ""r2"": 0.991233249129401, ""T"": 44.50653452499573}"
XBASIS,0.6000000000000001,9,43.153310869841015,0.32403662810285233,15,"{""a"": 0.32403662810285233, ""c"": -0.006459579430286867, ""r2"": 0.9812040402888776, ""T"": 43.153310869841015}"
XBASIS,0.7000000000000001,0,45.65729047294202,0.24957321136900645,15,"{""a"": 0.24957321136900645, ""c"": -0.012654838865800192, ""r2"": 0.9455823072576044, ""T"": 45.65729047294202}"
XBASIS,0.7000000000000001,1,46.03573699574296,0.2669889330525642,15,"{""a"": 0.2669889330525642, ""c"": -0.009256933036324062, ""r2"": 0.9684553234602897, ""T"": 46.03573699574296}"
XBASIS,0.7000000000000001,2,37.967125975931104,0.22457792977256866,15,"{""a"": 0.22457792977256866, ""c"": 0.01553607643213957, ""r2"": 0.9766332629465494, ""T"": 37.967125975931104}"
XBASIS,0.7000000000000001,3,49.26799243138243,0.25056110733398884,15,"{""a"": 0.25056110733398884, ""c"": -0.010561730440363598, ""r2"": 0.936917145417086, ""T"": 49.26799243138243}"
XBASIS,0.7000000000000001,4,58.556389164913476,0.23327305584545824,15,"{""a"": 0.23327305584545824, ""c"": -0.01735344298124743, ""r2"": 0.9422683254817512, ""T"": 58.556389164913476}"
