kind,blind,delay_us,lambda,classical_ref,rounds,shots,counts_json,p00,p11,p01,p10,rep
BELL_LAMBDA_SWEEP,L00,33.333333333333336,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1006, ""10"": 267, ""11"": 461, ""01"": 266}",0.503,0.2305,0.133,0.1335,8.0
BELL_LAMBDA_SWEEP,L00,41.66666666666667,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 276, ""11"": 433, ""00"": 992, ""10"": 299}",0.496,0.2165,0.138,0.1495,8.0
BELL_LAMBDA_SWEEP,L00,50.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 323, ""00"": 1000, ""10"": 300, ""11"": 377}",0.5,0.1885,0.1615,0.15,8.0
BELL_LAMBDA_SWEEP,L00,60.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 295, ""10"": 329, ""11"": 312, ""00"": 1064}",0.532,0.156,0.1475,0.1645,8.0
BELL_LAMBDA_SWEEP,L00,80.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1137, ""11"": 213, ""10"": 321, ""01"": 329}",0.5685,0.1065,0.1645,0.1605,8.0
BELL_LAMBDA_SWEEP,L00,100.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 178, ""00"": 1246, ""10"": 306, ""01"": 270}",0.623,0.089,0.135,0.153,8.0
BELL_LAMBDA_SWEEP,L00,120.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1310, ""01"": 277, ""11"": 142, ""10"": 271}",0.655,0.071,0.1385,0.1355,8.0
BELL_LAMBDA_SWEEP,L00,140.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1354, ""10"": 276, ""11"": 116, ""01"": 254}",0.677,0.058,0.127,0.138,8.0
BELL_LAMBDA_SWEEP,L00,160.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1473, ""11"": 73, ""01"": 235, ""10"": 219}",0.7365,0.0365,0.1175,0.1095,8.0
BELL_LAMBDA_SWEEP,L00,180.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1466, ""11"": 82, ""10"": 215, ""01"": 237}",0.733,0.041,0.1185,0.1075,8.0
BELL_LAMBDA_SWEEP,L00,200.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1507, ""01"": 202, ""10"": 221, ""11"": 70}",0.7535,0.035,0.101,0.1105,8.0
BELL_LAMBDA_SWEEP,L01,0.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 934, ""11"": 971, ""01"": 53, ""10"": 42}",0.467,0.4855,0.0265,0.021,8.0
BELL_LAMBDA_SWEEP,L01,8.333333333333334,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 851, ""11"": 714, ""10"": 222, ""01"": 213}",0.4255,0.357,0.1065,0.111,8.0
BELL_LAMBDA_SWEEP,L01,16.666666666666668,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 884, ""01"": 213, ""11"": 640, ""10"": 263}",0.442,0.32,0.1065,0.1315,8.0
BELL_LAMBDA_SWEEP,L01,25.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 568, ""00"": 866, ""01"": 303, ""10"": 263}",0.433,0.284,0.1515,0.1315,8.0
BELL_LAMBDA_SWEEP,L01,33.333333333333336,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 272, ""01"": 299, ""00"": 946, ""11"": 483}",0.473,0.2415,0.1495,0.136,8.0
BELL_LAMBDA_SWEEP,L01,41.66666666666667,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 380, ""01"": 303, ""00"": 975, ""10"": 342}",0.4875,0.19,0.1515,0.171,8.0
BELL_LAMBDA_SWEEP,L01,50.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 959, ""10"": 317, ""11"": 385, ""01"": 339}",0.4795,0.1925,0.1695,0.1585,8.0
BELL_LAMBDA_SWEEP,L01,60.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 330, ""10"": 319, ""00"": 1063, ""11"": 288}",0.5315,0.144,0.165,0.1595,8.0
BELL_LAMBDA_SWEEP,L01,80.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 202, ""01"": 300, ""00"": 1187, ""10"": 311}",0.5935,0.101,0.15,0.1555,8.0
BELL_LAMBDA_SWEEP,L01,100.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1207, ""01"": 321, ""10"": 300, ""11"": 172}",0.6035,0.086,0.1605,0.15,8.0
BELL_LAMBDA_SWEEP,L01,120.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1335, ""10"": 265, ""01"": 273, ""11"": 127}",0.6675,0.0635,0.1365,0.1325,8.0
BELL_LAMBDA_SWEEP,L01,140.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 286, ""00"": 1364, ""10"": 249, ""11"": 101}",0.682,0.0505,0.143,0.1245,8.0
BELL_LAMBDA_SWEEP,L01,160.0,0.1,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1415, ""01"": 238, ""11"": 93, ""10"": 254}",0.7075,0.0465,0.119,0.127,8.0
BELL_LAMBDA_SWEEP,L01,180.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1493, ""10"": 230, ""01"": 223, ""11"": 54}",0.7465,0.027,0.1115,0.115,8.0
BELL_LAMBDA_SWEEP,L01,200.0,0.1,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 66, ""00"": 1518, ""01"": 207, ""10"": 209}",0.759,0.033,0.1035,0.1045,8.0
BELL_LAMBDA_SWEEP,L02,0.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 934, ""00"": 969, ""01"": 47, ""10"": 50}",0.4845,0.467,0.0235,0.025,8.0
BELL_LAMBDA_SWEEP,L02,8.333333333333334,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 729, ""10"": 218, ""00"": 837, ""01"": 216}",0.4185,0.3645,0.108,0.109,8.0
BELL_LAMBDA_SWEEP,L02,16.666666666666668,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 867, ""01"": 251, ""11"": 610, ""10"": 272}",0.4335,0.305,0.1255,0.136,8.0
BELL_LAMBDA_SWEEP,L02,25.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 256, ""00"": 923, ""11"": 533, ""10"": 288}",0.4615,0.2665,0.128,0.144,8.0
BELL_LAMBDA_SWEEP,L02,33.333333333333336,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 319, ""00"": 951, ""11"": 439, ""01"": 291}",0.4755,0.2195,0.1455,0.1595,8.0
BELL_LAMBDA_SWEEP,L02,41.66666666666667,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 322, ""00"": 932, ""11"": 442, ""01"": 304}",0.466,0.221,0.152,0.161,8.0
BELL_LAMBDA_SWEEP,L02,50.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 372, ""01"": 303, ""00"": 1013, ""10"": 312}",0.5065,0.186,0.1515,0.156,8.0
BELL_LAMBDA_SWEEP,L02,60.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 338, ""00"": 1057, ""11"": 296, ""10"": 309}",0.5285,0.148,0.169,0.1545,8.0
BELL_LAMBDA_SWEEP,L02,80.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1139, ""01"": 316, ""11"": 217, ""10"": 328}",0.5695,0.1085,0.158,0.164,8.0
BELL_LAMBDA_SWEEP,L02,100.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1217, ""11"": 175, ""10"": 314, ""01"": 294}",0.6085,0.0875,0.147,0.157,8.0
BELL_LAMBDA_SWEEP,L02,120.0,0.2,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1285, ""10"": 296, ""01"": 295, ""11"": 124}",0.6425,0.062,0.1475,0.148,8.0
BELL_LAMBDA_SWEEP,L02,140.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 266, ""00"": 1391, ""01"": 250, ""11"": 93}",0.6955,0.0465,0.125,0.133,8.0
BELL_LAMBDA_SWEEP,L02,160.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1447, ""10"": 227, ""11"": 90, ""01"": 236}",0.7235,0.045,0.118,0.1135,8.0
BELL_LAMBDA_SWEEP,L02,180.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 201, ""00"": 1519, ""01"": 211, ""11"": 69}",0.7595,0.0345,0.1055,0.1005,8.0
BELL_LAMBDA_SWEEP,L02,200.0,0.2,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1551, ""10"": 195, ""01"": 179, ""11"": 75}",0.7755,0.0375,0.0895,0.0975,8.0
BELL_LAMBDA_SWEEP,L03,0.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 958, ""00"": 954, ""01"": 53, ""10"": 35}",0.477,0.479,0.0265,0.0175,8.0
BELL_LAMBDA_SWEEP,L03,8.333333333333334,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 827, ""11"": 727, ""01"": 242, ""10"": 204}",0.4135,0.3635,0.121,0.102,8.0
BELL_LAMBDA_SWEEP,L03,16.666666666666668,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 235, ""01"": 251, ""00"": 897, ""11"": 617}",0.4485,0.3085,0.1255,0.1175,8.0
BELL_LAMBDA_SWEEP,L03,25.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 903, ""11"": 538, ""10"": 286, ""01"": 273}",0.4515,0.269,0.1365,0.143,8.0
BELL_LAMBDA_SWEEP,L03,33.333333333333336,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 470, ""00"": 970, ""10"": 281, ""01"": 279}",0.485,0.235,0.1395,0.1405,8.0
BELL_LAMBDA_SWEEP,L03,41.66666666666667,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 951, ""11"": 444, ""01"": 321, ""10"": 284}",0.4755,0.222,0.1605,0.142,8.0
BELL_LAMBDA_SWEEP,L03,50.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 323, ""01"": 291, ""00"": 1021, ""11"": 365}",0.5105,0.1825,0.1455,0.1615,8.0
BELL_LAMBDA_SWEEP,L03,60.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 308, ""00"": 1036, ""10"": 327, ""11"": 329}",0.518,0.1645,0.154,0.1635,8.0
BELL_LAMBDA_SWEEP,L03,80.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1143, ""10"": 295, ""01"": 321, ""11"": 241}",0.5715,0.1205,0.1605,0.1475,8.0
BELL_LAMBDA_SWEEP,L03,100.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1213, ""10"": 302, ""01"": 319, ""11"": 166}",0.6065,0.083,0.1595,0.151,8.0
BELL_LAMBDA_SWEEP,L03,120.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1292, ""01"": 293, ""10"": 275, ""11"": 140}",0.646,0.07,0.1465,0.1375,8.0
BELL_LAMBDA_SWEEP,L03,140.0,0.3,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1390, ""10"": 281, ""01"": 225, ""11"": 104}",0.695,0.052,0.1125,0.1405,8.0
BELL_LAMBDA_SWEEP,L03,160.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1459, ""01"": 210, ""10"": 239, ""11"": 92}",0.7295,0.046,0.105,0.1195,8.0
BELL_LAMBDA_SWEEP,L03,180.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1486, ""11"": 74, ""01"": 218, ""10"": 222}",0.743,0.037,0.109,0.111,8.0
BELL_LAMBDA_SWEEP,L03,200.0,0.3,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 190, ""00"": 1552, ""11"": 60, ""01"": 198}",0.776,0.03,0.099,0.095,8.0
BELL_LAMBDA_SWEEP,L04,0.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 890, ""00"": 1016, ""10"": 49, ""01"": 45}",0.508,0.445,0.0225,0.0245,8.0
BELL_LAMBDA_SWEEP,L04,8.333333333333334,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 884, ""11"": 700, ""01"": 206, ""10"": 210}",0.442,0.35,0.103,0.105,8.0
BELL_LAMBDA_SWEEP,L04,16.666666666666668,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 258, ""11"": 619, ""00"": 891, ""10"": 232}",0.4455,0.3095,0.129,0.116,8.0
BELL_LAMBDA_SWEEP,L04,25.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 535, ""00"": 911, ""10"": 285, ""01"": 269}",0.4555,0.2675,0.1345,0.1425,8.0
BELL_LAMBDA_SWEEP,L04,33.333333333333336,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 920, ""10"": 311, ""11"": 437, ""01"": 332}",0.46,0.2185,0.166,0.1555,8.0
BELL_LAMBDA_SWEEP,L04,41.66666666666667,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 958, ""01"": 304, ""11"": 407, ""10"": 331}",0.479,0.2035,0.152,0.1655,8.0
BELL_LAMBDA_SWEEP,L04,50.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 341, ""00"": 1031, ""01"": 281, ""11"": 347}",0.5155,0.1735,0.1405,0.1705,8.0
BELL_LAMBDA_SWEEP,L04,60.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1046, ""10"": 337, ""01"": 339, ""11"": 278}",0.523,0.139,0.1695,0.1685,8.0
BELL_LAMBDA_SWEEP,L04,80.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 239, ""01"": 328, ""00"": 1121, ""10"": 312}",0.5605,0.1195,0.164,0.156,8.0
BELL_LAMBDA_SWEEP,L04,100.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1232, ""01"": 316, ""11"": 165, ""10"": 287}",0.616,0.0825,0.158,0.1435,8.0
BELL_LAMBDA_SWEEP,L04,120.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1287, ""10"": 292, ""11"": 141, ""01"": 280}",0.6435,0.0705,0.14,0.146,8.0
BELL_LAMBDA_SWEEP,L04,140.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1339, ""10"": 269, ""11"": 124, ""01"": 268}",0.6695,0.062,0.134,0.1345,8.0
BELL_LAMBDA_SWEEP,L04,160.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1449, ""11"": 79, ""10"": 243, ""01"": 229}",0.7245,0.0395,0.1145,0.1215,8.0
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1474, ""01"": 221, ""10"": 235, ""11"": 70}",0.737,0.035,0.1105,0.1175,8.0
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 226, ""00"": 1522, ""10"": 180, ""11"": 72}",0.761,0.036,0.113,0.09,8.0
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 981, ""00"": 929, ""01"": 45, ""10"": 45}",0.4645,0.4905,0.0225,0.0225,8.0
BELL_LAMBDA_SWEEP,L05,8.333333333333334,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 207, ""11"": 740, ""00"": 851, ""01"": 202}",0.4255,0.37,0.101,0.1035,8.0
BELL_LAMBDA_SWEEP,L05,16.666666666666668,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 639, ""00"": 890, ""01"": 239, ""10"": 232}",0.445,0.3195,0.1195,0.116,8.0
BELL_LAMBDA_SWEEP,L05,25.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 266, ""11"": 553, ""00"": 894, ""10"": 287}",0.447,0.2765,0.133,0.1435,8.0
BELL_LAMBDA_SWEEP,L05,33.333333333333336,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 943, ""10"": 293, ""11"": 492, ""01"": 272}",0.4715,0.246,0.136,0.1465,8.0
BELL_LAMBDA_SWEEP,L05,41.66666666666667,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 312, ""00"": 965, ""11"": 402, ""01"": 321}",0.4825,0.201,0.1605,0.156,8.0
BELL_LAMBDA_SWEEP,L05,50.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1019, ""11"": 378, ""10"": 302, ""01"": 301}",0.5095,0.189,0.1505,0.151,8.0
BELL_LAMBDA_SWEEP,L05,60.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 317, ""01"": 291, ""00"": 1079, ""11"": 313}",0.5395,0.1565,0.1455,0.1585,8.0
BELL_LAMBDA_SWEEP,L05,80.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 343, ""00"": 1127, ""01"": 296, ""11"": 234}",0.5635,0.117,0.148,0.1715,8.0
BELL_LAMBDA_SWEEP,L05,100.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 180, ""00"": 1217, ""01"": 307, ""10"": 296}",0.6085,0.09,0.1535,0.148,8.0
BELL_LAMBDA_SWEEP,L05,120.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1309, ""01"": 272, ""10"": 294, ""11"": 125}",0.6545,0.0625,0.136,0.147,8.0
BELL_LAMBDA_SWEEP,L05,140.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 246, ""00"": 1379, ""01"": 260, ""11"": 115}",0.6895,0.0575,0.13,0.123,8.0
BELL_LAMBDA_SWEEP,L05,160.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1433, ""01"": 239, ""10"": 249, ""11"": 79}",0.7165,0.0395,0.1195,0.1245,8.0
BELL_LAMBDA_SWEEP,L05,180.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 245, ""00"": 1473, ""10"": 215, ""11"": 67}",0.7365,0.0335,0.1225,0.1075,8.0
BELL_LAMBDA_SWEEP,L05,200.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1528, ""01"": 191, ""10"": 203, ""11"": 78}",0.764,0.039,0.0955,0.1015,8.0
BELL_LAMBDA_SWEEP,L06,0.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 948, ""11"": 952, ""10"": 45, ""01"": 55}",0.474,0.476,0.0275,0.0225,8.0
BELL_LAMBDA_SWEEP,L06,8.333333333333334,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 863, ""11"": 714, ""01"": 197, ""10"": 226}",0.4315,0.357,0.0985,0.113,8.0
BELL_LAMBDA_SWEEP,L06,16.666666666666668,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 894, ""10"": 236, ""11"": 612, ""01"": 258}",0.447,0.306,0.129,0.118,8.0
BELL_LAMBDA_SWEEP,L06,25.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 877, ""11"": 528, ""01"": 286, ""10"": 309}",0.4385,0.264,0.143,0.1545,8.0
BELL_LAMBDA_SWEEP,L06,33.333333333333336,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 926, ""11"": 476, ""01"": 304, ""10"": 294}",0.463,0.238,0.152,0.147,8.0
BELL_LAMBDA_SWEEP,L06,41.66666666666667,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 402, ""01"": 309, ""00"": 960, ""10"": 329}",0.48,0.201,0.1545,0.1645,8.0
BELL_LAMBDA_SWEEP,L06,50.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1005, ""11"": 366, ""10"": 302, ""01"": 327}",0.5025,0.183,0.1635,0.151,8.0
BELL_LAMBDA_SWEEP,L06,60.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 342, ""00"": 1013, ""10"": 313, ""01"": 332}",0.5065,0.171,0.166,0.1565,8.0
BELL_LAMBDA_SWEEP,L06,80.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 313, ""01"": 295, ""11"": 245, ""00"": 1147}",0.5735,0.1225,0.1475,0.1565,8.0
BELL_LAMBDA_SWEEP,L06,100.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1194, ""11"": 176, ""10"": 320, ""01"": 310}",0.597,0.088,0.155,0.16,8.0
BELL_LAMBDA_SWEEP,L06,120.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 277, ""00"": 1310, ""01"": 269, ""11"": 144}",0.655,0.072,0.1345,0.1385,8.0
BELL_LAMBDA_SWEEP,L06,140.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 239, ""00"": 1397, ""10"": 259, ""11"": 105}",0.6985,0.0525,0.1195,0.1295,8.0
BELL_LAMBDA_SWEEP,L06,160.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1448, ""10"": 236, ""01"": 237, ""11"": 79}",0.724,0.0395,0.1185,0.118,8.0
BELL_LAMBDA_SWEEP,L06,180.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1480, ""01"": 238, ""10"": 203, ""11"": 79}",0.74,0.0395,0.119,0.1015,8.0
BELL_LAMBDA_SWEEP,L06,200.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1554, ""10"": 187, ""01"": 197, ""11"": 62}",0.777,0.031,0.0985,0.0935,8.0
BELL_LAMBDA_SWEEP,L07,0.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 956, ""00"": 954, ""10"": 41, ""01"": 49}",0.477,0.478,0.0245,0.0205,8.0
BELL_LAMBDA_SWEEP,L07,8.333333333333334,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 217, ""11"": 713, ""00"": 879, ""10"": 191}",0.4395,0.3565,0.1085,0.0955,8.0
