rounds,count,mean,std,median
2,10,10.925684497941475,0.4580760054331033,10.976425882861578
5,10,8.32827370237598,2.8886025671348734,9.142356100770279
10,10,6.638302999860587,0.6497549788635785,6.611334779569619
